X_Value,Y1_Value,Y2_Value,Y3_Value
675,65071.09988,103831.7248,168902.8247
676,65225.07714,103620.8057,168845.8828
677,65375.63938,103401.7933,168777.4327
678,65522.77205,103175.3018,168698.0739
679,65666.46059,102941.9457,168608.4063
680,65806.69048,102702.3391,168509.0296
681,65943.44716,102457.0965,168400.5437
682,66076.71609,102206.832,168283.5481
683,66206.48273,101952.1602,168158.6429
684,66332.73254,101693.6952,168026.4277
685,66455.45097,101432.0514,167887.5024
686,66574.62348,101167.8431,167742.4666
687,66690.23552,100901.6846,167591.9201
688,66802.27256,100634.1903,167436.4629
689,66910.72005,100365.9745,167276.6946
690,67015.56344,100097.6514,167113.2148
691,67116.7882,99829.83539,166946.6236
692,67214.37977,99563.14081,166777.5206
693,67308.32362,99298.18197,166606.5056
694,67398.60521,99035.57318,166434.1784
695,67485.20998,98775.92875,166261.1387
696,67568.1234,98519.86301,166087.9864
697,67647.33092,98267.99027,165915.3212
698,67722.818,98020.92485,165743.7429
699,67794.5701,97779.28106,165573.8512
700,67862.57267,97543.67323,165406.2459
701,67926.81117,97314.71568,165241.5269
702,67987.27106,97093.02271,165080.2938
703,68043.93779,96879.20866,164923.1465
704,68096.79682,96673.88782,164770.6846
705,68145.83361,96477.67454,164623.5082
706,68191.03361,96291.18311,164482.2167
707,68232.38228,96115.02786,164347.4101
708,68269.86508,95949.82311,164219.6882
709,68303.46745,95796.18318,164099.6506
710,68333.17487,95654.72237,163987.8972
711,68358.97279,95526.05502,163885.0278
712,68380.84666,95410.79543,163791.6421
713,68398.78194,95309.55793,163708.3399
714,68412.76409,95222.95683,163635.7209
715,68422.77856,95151.60645,163574.385
716,68428.81081,95096.12111,163524.9319
717,68430.84629,95057.11513,163487.9614
718,68428.87047,95035.20282,163464.0733
719,68422.8688,95030.9985,163453.8673
720,68412.82674,95045.11649,163457.9432
721,68398.72974,95078.1711,163476.9008
722,68380.57068,95130.55878,163511.1295
723,68358.37208,95201.80442,163560.1765
724,68332.16388,95291.21503,163623.3789
725,68301.97603,95398.09764,163700.0737
726,68267.83847,95521.75926,163789.5977
727,68229.78114,95661.5069,163891.288
728,68187.83399,95816.64759,164004.4816
729,68142.02695,95986.48834,164128.5153
730,68092.38998,96170.33616,164262.7261
731,68038.953,96367.49807,164406.4511
732,67981.74597,96577.2811,164559.0271
733,67920.79882,96798.99224,164719.7911
734,67856.1415,97031.93853,164888.08
735,67787.80396,97275.42697,165063.2309
736,67715.81612,97528.76459,165244.5807
737,67640.20795,97791.2584,165431.4664
738,67561.00937,98062.21541,165623.2248
739,67478.25032,98340.94265,165819.193
740,67391.96077,98626.74713,166018.7079
741,67302.17063,98918.93586,166221.1065
742,67208.90987,99216.81587,166425.7257
743,67112.20841,99519.69416,166631.9026
744,67012.09621,99826.87776,166838.974
745,66908.6032,100137.6737,167046.2769
746,66801.75932,100451.3889,167253.1482
747,66691.59453,100767.3305,167458.925
748,66578.13875,101084.8055,167662.9443
749,66461.42194,101403.1209,167864.5428
750,66341.47404,101721.5837,168063.0577
751,66218.32498,102039.5008,168257.8258
752,66092.00471,102356.1795,168448.1842
753,65962.54318,102670.9265,168633.4697
754,65829.97032,102983.0491,168813.0194
755,65694.31608,103291.8541,168986.1702
756,65555.6104,103596.6487,169152.2591
757,65413.88322,103896.7397,169310.6229
758,65269.16449,104191.4343,169460.5988
759,65121.48414,104480.0394,169601.5235
760,64970.87212,104761.8621,169732.7342
761,64817.35838,105036.2094,169853.5678
762,64660.97285,105302.3883,169963.3612
763,64501.74547,105559.7058,170061.4513
764,64339.70619,105807.4689,170147.1751
765,64174.88496,106044.9847,170219.8697
766,64007.3117,106271.5601,170278.8718
767,63837.01638,106486.5023,170323.5187
768,63664.02892,106689.1181,170353.147
769,63488.37927,106878.7146,170367.0939
770,63310.09737,107054.5989,170364.6963
771,63129.21317,107216.0779,170345.2911
772,62945.75661,107362.4587,170308.2153
773,62759.75762,107493.0483,170252.8059
774,62571.24616,107607.1536,170178.3998
775,62380.25216,107704.0818,170084.334
776,62186.80557,107783.1398,169969.9454
777,61990.93633,107843.6346,169834.5709
778,61792.67438,107884.8733,169677.5477
779,61592.04966,107906.1629,169498.2126
780,61389.09212,107906.8104,169295.9025
781,61183.83169,107886.1228,169069.9545
782,60976.29198,107843.6091,168819.9011
783,60766.47114,107779.5862,168546.0573
784,60554.361,107694.573,168248.934
785,60339.95338,107589.0884,167929.0418
786,60123.24009,107463.6513,167586.8914
787,59904.21296,107318.7806,167222.9936
788,59682.8638,107154.9951,166837.8589
789,59459.18443,106972.8138,166431.9982
790,59233.16667,106772.7556,166005.9223
791,59004.80234,106555.3392,165560.1415
792,58774.08325,106321.0837,165095.167
793,58541.00123,106070.508,164611.5092
794,58305.54809,105804.1308,164109.6789
795,58067.71566,105522.4711,163590.1868
796,57827.49575,105226.0478,163053.5436
797,57584.88018,104915.3798,162500.26
798,57339.86076,104590.9859,161930.8467
799,57092.42932,104253.3851,161345.8144
800,56842.57768,103903.0962,160745.6739
801,56590.29765,103540.6382,160130.9359
802,56335.58106,103166.5299,159502.111
803,56078.41972,102781.2902,158859.7099
804,55818.80544,102385.438,158204.2434
805,55556.73006,101979.4922,157536.2223
806,55292.18538,101563.9716,156856.157
807,55025.16323,101139.3953,156164.5585
808,54755.65542,100706.282,155461.9374
809,54483.65378,100265.1507,154748.8045
810,54209.15012,99816.52015,154025.6703
811,53932.13626,99360.90938,153293.0456
812,53652.60401,98898.83723,152551.4412
813,53370.54521,98430.82259,151801.3678
814,53085.95166,97957.38434,151043.336
815,52798.81518,97479.04139,150277.8566
816,52509.1276,96996.31262,149505.4402
817,52216.88073,96509.71691,148726.5976
818,51922.06639,96019.77316,147941.8396
819,51624.6764,95527.00027,147151.6767
820,51324.70258,95031.91711,146356.6197
821,51022.13674,94535.04257,145557.1793
822,50716.97071,94036.89556,144753.8663
823,50409.1963,93537.99495,143947.1913
824,50098.80534,93038.85964,143137.665
825,49785.78963,92540.00852,142325.7982
826,49470.14101,92041.96047,141512.1015
827,49151.85128,91545.23439,140697.0857
828,48830.91227,91050.34917,139881.2614
829,48507.31579,90557.82369,139065.1395
830,48181.05367,90068.17685,138249.2305
831,47852.11772,89581.92753,137434.0453
832,47520.49976,89099.59463,136620.0944
833,47186.19161,88621.69704,135807.8887
834,46849.18509,88148.75364,134997.9387
835,46509.47202,87681.28332,134190.7553
836,46167.04421,87219.80498,133386.8492
837,45821.89348,86764.8375,132586.731
838,45474.01166,86316.89978,131790.9114
839,45123.39056,85876.5107,130999.9013
840,44770.022,85444.18915,130214.2112
841,44413.89779,85020.45403,129434.3518
842,44055.0198,84605.72131,128660.7411
843,43693.43001,84199.99534,127893.4254
844,43329.18044,83803.17757,127132.358
845,42962.32311,83415.16943,126377.4925
846,42592.91006,83035.87236,125628.7824
847,42220.99329,82665.18781,124886.1811
848,41846.62484,82303.01721,124149.6421
849,41469.85672,81949.262,123419.1187
850,41090.74096,81603.82362,122694.5646
851,40709.32958,81266.60352,121975.9331
852,40325.67461,80937.50313,121263.1777
853,39939.82807,80616.4239,120556.252
854,39551.84197,80303.26725,119855.1092
855,39161.76834,79997.93464,119159.703
856,38769.65921,79700.32751,118469.9867
857,38375.5666,79410.34728,117785.9139
858,37979.54253,79127.89541,117107.4379
859,37581.63902,78852.87334,116434.5124
860,37181.9081,78585.18249,115767.0906
861,36780.40179,78324.72432,115105.1261
862,36377.1721,78071.40026,114448.5724
863,35972.27107,77825.11176,113797.3828
864,35565.75072,77585.76025,113151.511
865,35157.66307,77353.24717,112510.9102
866,34748.06014,77127.47397,111875.5341
867,34336.99395,76908.34208,111245.336
868,33924.51653,76695.75294,110620.2695
869,33510.6799,76489.60799,110000.2879
870,33095.53609,76289.80868,109385.3448
871,32679.13711,76096.25645,108775.3936
872,32261.53499,75908.85272,108170.3877
873,31842.78175,75727.49895,107570.2807
874,31422.92941,75552.09657,106975.026
875,31002.03,75382.54703,106384.577
876,30580.13554,75218.75176,105798.8873
877,30157.29805,75060.6122,105217.9103
878,29733.56955,74908.0298,104641.5994
879,29309.00207,74760.90599,104069.9081
880,28883.64764,74619.14221,103502.7899
881,28457.55826,74482.63991,102940.1982
882,28030.78597,74351.30052,102382.0865
883,27603.38279,74225.02548,101828.4083
884,27175.40074,74103.71624,101279.117
885,26746.89184,73987.27423,100734.1661
886,26317.90812,73875.60089,100193.509
887,25888.5016,73768.59767,99657.09927
888,25458.7243,73666.166,99124.8903
889,25028.62824,73568.20733,98596.83557
890,24598.26546,73474.62309,98072.88855
891,24167.68796,73385.31472,97553.00268
892,23736.94777,73300.18366,97037.13143
893,23306.09692,73219.13136,96525.22828
894,22875.18743,73142.05926,96017.24669
895,22444.27131,73068.86878,95513.14009
896,22013.4006,72999.46139,95012.86199
897,21582.62732,72933.7385,94516.36582
898,21152.00349,72871.60157,94023.60506
899,20721.58112,72812.95203,93534.53315
900,20291.41225,72757.69133,93049.10358
901,19861.5489,72705.7209,92567.2698
902,19432.05802,72656.94772,92089.00574
903,19003.06628,72611.30097,91614.36725
904,18574.71529,72568.71535,91143.43064
905,18147.14666,72529.12555,90676.27221
906,17720.50198,72492.4663,90212.96828
907,17294.92287,72458.6723,89753.59517
908,16870.55092,72427.67825,89298.22917
909,16447.52774,72399.41886,88846.9466
910,16025.99494,72373.82883,88399.82377
911,15606.09412,72350.84288,87956.937
912,15187.96689,72330.3957,87518.36259
913,14771.75485,72312.42202,87084.17687
914,14357.5996,72296.85652,86654.45612
915,13945.64275,72283.63393,86229.27668
916,13536.02591,72272.68894,85808.71485
917,13128.89067,72263.95626,85392.84693
918,12724.37865,72257.3706,84981.74925
919,12322.63145,72252.86667,84575.49812
920,11923.79067,72250.37917,84174.16984
921,11527.99791,72249.84281,83777.84072
922,11135.39479,72251.19229,83386.58708
923,10746.1229,72254.36232,83000.48522
924,10360.32386,72259.28762,82619.61148
925,9978.139256,72265.90287,82244.04213
926,9599.710706,72274.1428,81873.85351
927,9225.17981,72283.94211,81509.12192
928,8854.688174,72295.2355,81149.92367
929,8488.377401,72307.95768,80796.33508
930,8126.389097,72322.04336,80448.43246
931,7768.864866,72337.42725,80106.29212
932,7415.946313,72354.04404,79769.99035
933,7067.775042,72371.82845,79439.60349
934,6724.492658,72390.71519,79115.20785
935,6386.240766,72410.63896,78796.87973
936,6053.160969,72431.53446,78484.69543
937,5725.394874,72453.33641,78178.73128
938,5403.084083,72475.97951,77879.06359
939,5086.370203,72499.39846,77585.76866
940,4775.394837,72523.52798,77298.92282
941,4470.29959,72548.30276,77018.60235
942,4171.226067,72573.65753,76744.8836
943,3878.315872,72599.52698,76477.84285
944,3591.710611,72625.84581,76217.55642
945,3311.551886,72652.54875,75964.10064
946,3037.981304,72679.57048,75717.55178
947,2771.140469,72706.84573,75477.9862
948,2511.170985,72734.30919,75245.48018
949,2258.214457,72761.89557,75020.11003
950,2012.412489,72789.53958,74801.95207
951,1773.906686,72817.17593,74591.08262
952,1542.838654,72844.73932,74387.57797
953,1319.349995,72872.16446,74191.51446
954,1103.582316,72899.38605,74002.96837
955,895.6772203,72926.33881,73822.01603
956,695.7763126,72952.95743,73648.73374
957,504.0211977,72979.17663,73483.19783
958,320.5534802,73004.93111,73325.48459
959,145.5147647,73030.15558,73175.67034
960,-20.95334432,73054.78474,73033.8314
961,-178.7092421,73078.7533,72900.04406
962,-327.6661088,73102.00462,72774.33851
963,-467.9562628,73124.51661,72656.56035
964,-599.7668073,73146.27586,72546.50905
965,-723.2848455,73167.26893,72443.98408
966,-838.6974804,73187.4824,72348.78492
967,-946.1918152,73206.90283,72260.71101
968,-1045.954953,73225.5168,72179.56185
969,-1138.173997,73243.31088,72105.13688
970,-1223.036051,73260.27164,72037.23559
971,-1300.728216,73276.38565,71975.65743
972,-1371.437598,73291.63949,71920.20189
973,-1435.351298,73306.01973,71870.66843
974,-1492.65642,73319.51294,71826.85652
975,-1543.540067,73332.10569,71788.56562
976,-1588.189342,73343.78455,71755.59521
977,-1626.791349,73354.53609,71727.74474
978,-1659.53319,73364.34689,71704.8137
979,-1686.601968,73373.20352,71686.60155
980,-1708.184788,73381.09255,71672.90776
981,-1724.468751,73388.00055,71663.5318
982,-1735.640961,73393.91409,71658.27313
983,-1741.888521,73398.81975,71656.93123
984,-1743.398534,73402.70409,71659.30556
985,-1740.358104,73405.55369,71665.19559
986,-1732.954333,73407.35513,71674.4008
987,-1721.374325,73408.09496,71686.72064
988,-1705.805183,73407.75977,71701.95459
989,-1686.43401,73406.33612,71719.90211
990,-1663.447909,73403.81059,71740.36268
991,-1637.033983,73400.16975,71763.13577
992,-1607.379335,73395.40017,71788.02084
993,-1574.671069,73389.48843,71814.81736
994,-1539.096287,73382.42109,71843.3248
995,-1500.842094,73374.18472,71873.34263
996,-1460.095591,73364.7659,71904.67031
997,-1417.043882,73354.1512,71937.10732
998,-1371.87407,73342.32719,71970.45312
999,-1324.773259,73329.28045,72004.50719
1000,-1275.928551,73314.99754,72039.06899
1001,-1225.52705,73299.46504,72073.93799
1002,-1173.755859,73282.66951,72108.91365
1003,-1120.80208,73264.59754,72143.79546
1004,-1066.852817,73245.23568,72178.38286
1005,-1012.095174,73224.57053,72212.47536
1006,-956.7162527,73202.58863,72245.87238
1007,-900.9031569,73179.27658,72278.37342
1008,-844.8429896,73154.62093,72309.77794
1009,-788.7228541,73128.60826,72339.88541
1010,-732.7298534,73101.22515,72368.4953
1011,-677.0510907,73072.45816,72395.40707
1012,-621.8736691,73042.29387,72420.4202
1013,-567.3846917,73010.71884,72443.33415
1014,-513.7712617,72977.71966,72463.9484
1015,-461.2204822,72943.28288,72482.0624
1016,-409.9194564,72907.39509,72497.47563
1017,-360.0552874,72870.04286,72509.98757
1018,-311.8150784,72831.21275,72519.39767
1019,-265.3859324,72790.89133,72525.5054
1020,-220.9549526,72749.06519,72528.11024
1021,-178.7092421,72705.7209,72527.01166
1022,-138.7963646,72660.88262,72522.08626
1023,-101.2057255,72614.72496,72513.51923
1024,-65.88719065,72567.46013,72501.57294
1025,-32.79062594,72519.30033,72486.5097
1026,-1.865897278,72470.45777,72468.59187
1027,26.93712945,72421.14466,72448.08179
1028,53.66858837,72371.5732,72425.24179
1029,78.37861357,72321.9556,72400.33421
1030,101.1173392,72272.50407,72373.62141
1031,121.9348993,72223.43081,72345.36571
1032,140.881428,72174.94803,72315.82946
1033,158.0070595,72127.26794,72285.275
1034,173.3619278,72080.60274,72253.96467
1035,186.9961671,72035.16464,72222.16081
1036,198.9599114,71991.16585,72190.12576
1037,209.3032949,71948.81857,72158.12186
1038,218.0764517,71908.33501,72126.41146
1039,225.3295159,71869.92737,72095.25689
1040,231.1126216,71833.80787,72064.92049
1041,235.475903,71800.1887,72035.6646
1042,238.469494,71769.28209,72007.75158
1043,240.1435289,71741.30022,71981.44375
1044,240.5481418,71716.45531,71957.00345
1045,239.7334667,71694.95957,71934.69304
1046,237.7496378,71677.0252,71914.77484
1047,234.6467892,71662.86441,71897.5112
1048,230.475055,71652.68941,71883.16447
1049,225.2845693,71646.71239,71871.99696
1050,219.1254662,71645.14558,71864.27105
1051,212.0478798,71648.20117,71860.24905
1052,204.1019443,71656.09137,71860.19331
1053,195.3377937,71669.02839,71864.36618
1054,185.8055622,71687.22444,71873.03
1055,175.5553839,71710.89172,71886.4471
1056,164.6373928,71740.24243,71904.87982
1057,153.1017232,71775.48879,71928.59051
1058,140.998509,71816.843,71957.84151
1059,128.3778845,71864.51727,71992.89515
1060,115.2899836,71918.7238,72034.01378
1061,101.7849407,71979.67481,72081.45975
1062,87.91288964,72047.58249,72135.49538
1063,73.72396468,72122.65906,72196.38302
1064,59.26829988,72205.11672,72264.38502
1065,44.59602937,72295.16767,72339.7637
1066,29.75728725,72393.02413,72422.78142
1067,14.80220763,72498.8983,72513.70051
1068,-0.219075377,72613.00239,72612.78331
1069,-15.25642766,72735.5486,72720.29217
1070,-30.2597151,72866.74914,72836.48942
1071,-45.1788036,73006.81622,72961.63742
1072,-59.96355904,73155.96204,73095.99848
1073,-74.56384731,73314.39882,73239.83497
1074,-88.92953431,73482.33875,73393.40922
1075,-103.0104859,73659.99404,73556.98355
1076,-116.756568,73847.57691,73730.82034
1077,-130.1176465,74045.29955,73915.1819
1078,-143.0435873,74253.37417,74110.33058
1079,-155.4842562,74472.01298,74316.52872
1080,-167.3895192,74701.42819,74534.03867
1081,-178.7092421,74941.83201,74763.12277
1082,-189.4038855,75193.33326,75003.92937
1083,-199.4762879,75455.6273,75256.15101
1084,-208.9398829,75728.30611,75519.36623
1085,-217.8081035,76010.96166,75793.15356
1086,-226.0943833,76303.18595,76077.09157
1087,-233.8121554,76604.57093,76370.75877
1088,-240.9748531,76914.70861,76673.73376
1089,-247.5959099,77233.19094,76985.59503
1090,-253.6887589,77559.60992,77305.92116
1091,-259.2668335,77893.55753,77634.2907
1092,-264.343567,78234.62573,77970.28216
1093,-268.9323927,78582.40651,78313.47412
1094,-273.0467439,78936.49186,78663.44512
1095,-276.7000539,79296.47374,79019.77369
1096,-279.905756,79661.94414,79382.03838
1097,-282.6772835,80032.49504,79749.81776
1098,-285.0280698,80407.71842,80122.69035
1099,-286.9715481,80787.20625,80500.2347
1100,-288.5211517,81170.55052,80882.02937
1101,-289.690314,81557.3432,81267.65289
1102,-290.4924682,81947.17627,81656.6838
1103,-290.9410477,82339.64172,82048.70067
1104,-291.0494857,82734.33152,82443.28203
1105,-290.8312156,83130.83765,82840.00643
1106,-290.2996707,83528.75209,83238.45242
1107,-289.4682842,83927.66682,83638.19854
1108,-288.3504896,84327.17382,84038.82333
1109,-286.95972,84726.86506,84439.90534
1110,-285.3094088,85126.33253,84841.02312
1111,-283.4129893,85525.16821,85241.75522
1112,-281.2838949,85922.96407,85641.68018
1113,-278.9355587,86319.3121,86040.37654
1114,-276.3814142,86713.80427,86437.42286
1115,-273.6348945,87106.03257,86832.39768
1116,-270.7094331,87495.58896,87224.87953
1117,-267.6184633,87882.06544,87614.44698
1118,-264.3754183,88265.05398,88000.67856
1119,-260.9937314,88644.14655,88383.15282
1120,-257.486836,89018.93515,88761.44831
1121,-253.8681653,89389.01174,89135.14357
1122,-250.1511527,89753.96831,89503.81716
1123,-246.3492315,90113.39684,89867.04761
1124,-242.475835,90466.8893,90224.41347
1125,-238.5443964,90814.03768,90575.49328
1126,-234.5683491,91154.43395,90919.8656
1127,-230.5611264,91487.67009,91257.10896
1128,-226.5361616,91813.33809,91586.80193
1129,-222.506888,92131.02991,91908.52302
1130,-218.4867389,92440.33755,92221.85081
1131,-214.4891477,92740.85298,92526.36383
1132,-210.5275475,93032.16818,92821.64063
1133,-206.6153718,93313.87512,93107.25975
1134,-202.7660538,93585.56579,93382.79974
1135,-198.9930269,93846.83217,93647.83914
1136,-195.3097243,94097.26623,93901.95651
1137,-191.7295793,94336.45996,94144.73038
1138,-188.2660253,94564.00533,94375.7393
1139,-184.9324956,94779.49433,94594.56183
1140,-181.7424234,94982.51892,94800.7765
1141,-178.7092421,95172.6711,94993.96186
1142,-175.8435463,95349.68741,95173.84386
1143,-173.1445755,95513.88269,95340.73811
1144,-170.6087307,95665.71635,95495.10762
1145,-168.2324127,95805.64779,95637.41538
1146,-166.0120224,95934.13641,95768.12439
1147,-163.9439608,96051.64164,95887.69768
1148,-162.0246286,96158.62287,95996.59824
1149,-160.2504269,96255.53951,96095.28908
1150,-158.6177564,96342.85097,96184.23321
1151,-157.1230181,96421.01666,96263.89364
1152,-155.7626129,96490.49598,96334.73337
1153,-154.5329416,96551.74834,96397.2154
1154,-153.4304051,96605.23315,96451.80274
1155,-152.4514044,96651.40982,96498.95842
1156,-151.5923403,96690.73775,96539.14541
1157,-150.8496136,96723.67635,96572.82674
1158,-150.2196254,96750.68503,96600.4654
1159,-149.6987764,96772.22319,96622.52441
1160,-149.2834676,96788.75025,96639.46678
1161,-148.9700999,96800.7256,96651.7555
1162,-148.755074,96808.60867,96659.8536
1163,-148.634791,96812.85885,96664.22406
1164,-148.6056517,96813.93555,96665.3299
1165,-148.664057,96812.29818,96663.63412
1166,-148.8064078,96808.40614,96659.59973
1167,-149.029105,96802.71885,96653.68975
1168,-149.3285495,96795.69571,96646.36716
1169,-149.701142,96787.79613,96638.09499
1170,-150.1432837,96779.47952,96629.33624
1171,-150.6513752,96771.20527,96620.55389
1172,-151.2218176,96763.43281,96612.21099
1173,-151.8510117,96756.62154,96604.77053
1174,-152.5353583,96751.23086,96598.6955
1175,-153.2712585,96747.72019,96594.44893
1176,-154.055113,96746.54892,96592.49381
1177,-154.8833228,96748.17647,96593.29315
1178,-155.7522887,96753.06225,96597.30996
1179,-156.6584116,96761.66565,96605.00724
1180,-157.5980925,96774.4461,96616.84801
1181,-158.5677321,96791.86299,96633.29526
1182,-159.5637315,96814.37574,96654.81201
1183,-160.5824914,96842.44375,96681.86126
1184,-161.6204128,96876.52642,96714.90601
1185,-162.6738966,96917.08317,96754.40927
1186,-163.7393436,96964.57341,96800.83407
1187,-164.8131548,97019.45653,96854.64338
1188,-165.8917309,97082.19196,96916.30023
1189,-166.971473,97153.23908,96986.26761
1190,-168.0487819,97233.05732,97065.00854
1191,-169.1200585,97322.10608,97152.98602
1192,-170.1817036,97420.84477,97250.66307
1193,-171.2301182,97529.73279,97358.50267
1194,-172.2617031,97649.22955,97476.96785
1195,-173.2728593,97779.79447,97606.52161
1196,-174.2599876,97921.88693,97747.62694
1197,-175.219489,98075.96636,97900.74687
1198,-176.1477642,98242.49217,98066.34441
1199,-177.0412142,98421.92375,98244.88254
1200,-177.8962399,98614.72051,98436.82427
1201,-178.7092421,98821.34187,98642.63263
1202,-179.4773822,99042.09324,98862.61586
1203,-180.2008629,99276.66404,99096.46318
1204,-180.8806473,99524.58973,99343.70908
1205,-181.5176986,99785.40574,99603.88804
1206,-182.1129799,100058.6475,99876.53452
1207,-182.6674544,100343.8505,100161.183
1208,-183.1820852,100640.5501,100457.368
1209,-183.6578354,100948.2818,100764.624
1210,-184.0956682,101266.581,101082.4853
1211,-184.4965468,101594.9832,101410.4867
1212,-184.8614343,101933.0238,101748.1624
1213,-185.1912937,102280.2382,102095.0469
1214,-185.4870884,102636.1619,102450.6748
1215,-185.7497813,103000.3304,102814.5806
1216,-185.9803357,103372.279,103186.2987
1217,-186.1797147,103751.5432,103565.3635
1218,-186.3488814,104137.6584,103951.3095
1219,-186.488799,104530.1602,104343.6714
1220,-186.6004306,104928.5838,104741.9834
1221,-186.6847394,105332.4649,105145.7802
1222,-186.7426885,105741.3387,105554.596
1223,-186.775241,106154.7408,105967.9656
1224,-186.7833601,106572.2065,106385.4231
1225,-186.768009,106993.2715,106806.5035
1226,-186.7301507,107417.4709,107230.7407
1227,-186.6707485,107844.3404,107657.6697
1228,-186.5907654,108273.4153,108086.8245
1229,-186.4911646,108704.2311,108517.7399
1230,-186.3729093,109136.3233,108949.9504
1231,-186.2369625,109569.2272,109382.9902
1232,-186.0842875,110002.4783,109816.394
1233,-185.9158474,110435.6121,110249.6963
1234,-185.7326052,110868.164,110682.4314
1235,-185.5355243,111299.6694,111114.1339
1236,-185.3255676,111729.6637,111544.3381
1237,-185.1036984,112157.6825,111972.5788
1238,-184.8708798,112583.2611,112398.3902
1239,-184.6280749,113005.9351,112821.307
1240,-184.3762469,113425.2397,113240.8635
1241,-184.1163589,113840.7105,113656.5941
1242,-183.8493741,114251.883,114068.0336
1243,-183.5762555,114658.2925,114474.7162
1244,-183.2979664,115059.4745,114876.1765
1245,-183.0154699,115454.9644,115271.9489
1246,-182.7297292,115844.2977,115661.568
1247,-182.4417072,116227.0098,116044.5681
1248,-182.1523674,116602.6362,116420.4838
1249,-181.8626726,116970.7123,116788.8496
1250,-181.5735862,117330.7735,117149.1999
1251,-181.2860712,117682.3552,117501.0691
1252,-181.0010908,118024.993,117843.9919
1253,-180.7196081,118358.2223,118177.5027
1254,-180.4425863,118681.5784,118501.1358
1255,-180.1709886,118994.5969,118814.4259
1256,-179.9057779,119296.8132,119116.9074
1257,-179.6479176,119587.7627,119408.1148
1258,-179.3983707,119866.9808,119687.5824
1259,-179.1581004,120134.003,119954.8449
1260,-178.9280698,120388.3648,120209.4367
1261,-178.7092421,120629.6016,120450.8924
1262,-178.5023777,120857.3743,120678.8719
1263,-178.3074258,121071.846,120893.5386
1264,-178.124133,121273.3054,121095.1813
1265,-177.9522458,121462.0411,121284.0889
1266,-177.7915108,121638.3416,121460.5501
1267,-177.6416745,121802.4956,121624.8539
1268,-177.5024835,121954.7917,121777.2892
1269,-177.3736843,122095.5185,121918.1448
1270,-177.2550234,122224.9647,122047.7097
1271,-177.1462474,122343.4187,122166.2725
1272,-177.0471029,122451.1694,122274.1223
1273,-176.9573363,122548.5052,122371.5479
1274,-176.8766942,122635.7148,122458.8381
1275,-176.8049232,122713.0868,122536.2819
1276,-176.7417698,122780.9098,122604.168
1277,-176.6869805,122839.4724,122662.7854
1278,-176.6403018,122889.0632,122712.4229
1279,-176.6014804,122929.9709,122753.3694
1280,-176.5702628,122962.484,122785.9137
1281,-176.5463954,122986.8913,122810.3449
1282,-176.5296249,123003.4812,122826.9516
1283,-176.5196978,123012.5424,122836.0227
1284,-176.5163606,123014.3635,122837.8471
1285,-176.5193598,123009.2331,122832.7137
1286,-176.5284421,122997.4399,122820.9115
1287,-176.5433539,122979.2725,122802.7291
1288,-176.5638418,122955.0194,122778.4556
1289,-176.5896524,122924.9693,122748.3796
1290,-176.6205321,122889.4108,122712.7903
1291,-176.6562275,122848.6324,122671.9762
1292,-176.6964852,122802.923,122626.2265
1293,-176.7410516,122752.5709,122575.8298
1294,-176.7896734,122697.8649,122521.0752
1295,-176.8420971,122639.0935,122462.2514
1296,-176.8980692,122576.5455,122399.6474
1297,-176.9573363,122510.5093,122333.552
1298,-177.0196449,122441.2736,122264.254
1299,-177.0847415,122369.127,122192.0423
1300,-177.1523727,122294.3582,122117.2058
1301,-177.222285,122217.2557,122040.0334
1302,-177.294225,122138.1081,121960.8139
1303,-177.3679392,122057.2041,121879.8362
1304,-177.4431742,121974.8323,121797.3891
1305,-177.5196764,121891.2813,121713.7616
1306,-177.5971925,121806.8397,121629.2425
1307,-177.675469,121721.7961,121544.1206
1308,-177.7542524,121636.4392,121458.6849
1309,-177.8332892,121551.0575,121373.2242
1310,-177.912326,121465.9396,121288.0273
1311,-177.9911094,121381.3743,121203.3832
1312,-178.0693859,121297.65,121119.5806
1313,-178.146902,121215.0554,121036.9085
1314,-178.2234042,121133.8791,120955.6557
1315,-178.2986392,121054.4098,120876.1112
1316,-178.3723534,120976.936,120798.5636
1317,-178.4442934,120901.7463,120723.302
1318,-178.5142057,120829.1295,120650.6153
1319,-178.5818369,120759.374,120580.7922
1320,-178.6469336,120692.7685,120514.1216
1321,-178.7092421,120629.6016,120450.8924
1322,-178.7685599,120570.0998,120391.3312
1323,-178.8248868,120514.2411,120335.4162
1324,-178.8782737,120461.9414,120283.0631
1325,-178.9287711,120413.1166,120234.1878
1326,-178.9764297,120367.6826,120188.7062
1327,-179.0213004,120325.5553,120146.534
1328,-179.0634336,120286.6506,120107.5872
1329,-179.1028802,120250.8843,120071.7814
1330,-179.1396909,120218.1723,120039.0326
1331,-179.1739162,120188.4306,120009.2567
1332,-179.205607,120161.5751,119982.3695
1333,-179.2348139,120137.5215,119958.2867
1334,-179.2615876,120116.1859,119936.9243
1335,-179.2859787,120097.4841,119918.1981
1336,-179.3080381,120081.3319,119902.0239
1337,-179.3278163,120067.6454,119888.3176
1338,-179.3453641,120056.3404,119876.995
1339,-179.3607321,120047.3327,119867.972
1340,-179.3739711,120040.5383,119861.1643
1341,-179.3851317,120035.873,119856.4879
1342,-179.3942647,120033.2528,119853.8585
1343,-179.4014207,120032.5935,119853.1921
