Z_Value,X_Value,Y_Value
115650.7026,847,82665.18781
115738.9351,848,82303.01721
115831.569,849,81949.262
115928.4926,850,81603.82362
116029.594,851,81266.60352
116134.7613,852,80937.50313
116243.8828,853,80616.4239
116356.8466,854,80303.26725
116473.5409,855,79997.93464
116593.8538,856,79700.32751
116717.6736,857,79410.34728
116844.8884,858,79127.89541
116975.3864,859,78852.87334
117109.0557,860,78585.18249
117245.7846,861,78324.72432
117385.4612,862,78071.40026
117527.9736,863,77825.11176
117673.2102,864,77585.76025
117821.0589,865,77353.24717
117971.4081,866,77127.47397
118124.1458,867,76908.34208
118279.1603,868,76695.75294
118436.3398,869,76489.60799
118595.5723,870,76289.80868
118756.7461,871,76096.25645
118919.7494,872,75908.85272
119084.4703,873,75727.49895
119250.797,874,75552.09657
119418.6177,875,75382.54703
119587.8205,876,75218.75176
119758.2936,877,75060.6122
119929.9253,878,74908.0298
120102.6036,879,74760.90599
120276.2168,880,74619.14221
120450.653,881,74482.63991
120625.8004,882,74351.30052
120801.5471,883,74225.02548
120977.7814,884,74103.71624
121154.3915,885,73987.27423
121331.2654,886,73875.60089
121508.2914,887,73768.59767
121685.3576,888,73666.166
121862.3522,889,73568.20733
122039.1635,890,73474.62309
122215.6795,891,73385.31472
122391.7884,892,73300.18366
122567.3785,893,73219.13136
122742.3378,894,73142.05926
122916.5546,895,73068.86878
123089.9171,896,72999.46139
123262.3134,897,72933.7385
123433.6316,898,72871.60157
123603.76,899,72812.95203
123772.5867,900,72757.69133
123940,901,72705.7209
124105.9119,902,72656.94772
124270.3302,903,72611.30097
124433.2869,904,72568.71535
124594.8138,905,72529.12555
124754.9426,906,72492.4663
124913.7051,907,72458.6723
125071.1332,908,72427.67825
125227.2588,909,72399.41886
125382.1135,910,72373.82883
125535.7293,911,72350.84288
125688.138,912,72330.3957
125839.3713,913,72312.42202
125989.4611,914,72296.85652
126138.4392,915,72283.63393
126286.3375,916,72272.68894
126433.1877,917,72263.95626
126579.0216,918,72257.3706
126723.8711,919,72252.86667
126867.768,920,72250.37917
127010.7441,921,72249.84281
127152.8313,922,72251.19229
127294.0612,923,72254.36232
127434.4659,924,72259.28762
127574.077,925,72265.90287
127712.9264,926,72274.1428
127851.0459,927,72283.94211
127988.4674,928,72295.2355
128125.2226,929,72307.95768
128261.3433,930,72322.04336
128396.8615,931,72337.42725
128531.8088,932,72354.04404
128666.2172,933,72371.82845
128800.1183,934,72390.71519
128933.5442,935,72410.63896
129066.5265,936,72431.53446
129199.097,937,72453.33641
129331.2877,938,72475.97951
129463.1303,939,72499.39846
129594.6566,940,72523.52798
129725.8985,941,72548.30276
129856.8878,942,72573.65753
129987.6562,943,72599.52698
130118.2356,944,72625.84581
130248.6579,945,72652.54875
130378.9547,946,72679.57048
130509.1581,947,72706.84573
130639.2997,948,72734.30919
130769.4114,949,72761.89557
130899.525,950,72789.53958
131029.6723,951,72817.17593
131159.8852,952,72844.73932
131290.1954,953,72872.16446
131420.6348,954,72899.38605
131551.2352,955,72926.33881
131682.0284,956,72952.95743
131813.0462,957,72979.17663
131944.3204,958,73004.93111
132075.8829,959,73030.15558
132207.7655,960,73054.78474
132340,961,73078.7533
132472.6117,962,73102.00462
132605.6,963,73124.51661
132738.9578,964,73146.27586
132872.678,965,73167.26893
133006.7534,966,73187.4824
133141.177,967,73206.90283
133275.9417,968,73225.5168
133411.0403,969,73243.31088
133546.4657,970,73260.27164
133682.2109,971,73276.38565
133818.2687,972,73291.63949
133954.632,973,73306.01973
134091.2937,974,73319.51294
134228.2466,975,73332.10569
134365.4838,976,73343.78455
134502.998,977,73354.53609
134640.7822,978,73364.34689
134778.8292,979,73373.20352
134917.132,980,73381.09255
135055.6834,981,73388.00055
135194.4763,982,73393.91409
135333.5036,983,73398.81975
135472.7583,984,73402.70409
135612.2331,985,73405.55369
135751.921,986,73407.35513
135891.8149,987,73408.09496
136031.9076,988,73407.75977
136172.1921,989,73406.33612
136312.6613,990,73403.81059
136453.308,991,73400.16975
136594.1251,992,73395.40017
136735.1055,993,73389.48843
136876.2421,994,73382.42109
137017.5279,995,73374.18472
137158.9556,996,73364.7659
137300.5182,997,73354.1512
137442.2086,998,73342.32719
137584.0196,999,73329.28045
137725.9442,1000,73314.99754
137867.9752,1001,73299.46504
138010.1056,1002,73282.66951
138152.3282,1003,73264.59754
138294.6358,1004,73245.23568
138437.0215,1005,73224.57053
138579.4781,1006,73202.58863
138721.9985,1007,73179.27658
