X_Value,Y_Value
702,36.46089935
703,36.45767212
704,36.45425034
705,36.45056534
706,36.44654846
707,36.44213104
708,36.43724823
709,36.43182755
710,36.42580032
711,36.4190979
712,36.41165924
713,36.40340424
714,36.39427567
715,36.38419342
716,36.37310028
717,36.36092377
718,36.3475914
719,36.33303833
720,36.31719971
721,36.29999924
722,36.28140259
723,36.26149368
724,36.24038696
725,36.21818924
726,36.19501877
727,36.17098236
728,36.14619827
729,36.12078094
730,36.09483719
731,36.06848145
732,36.04182816
733,36.01499176
734,35.98807907
735,35.96120834
736,35.93449402
737,35.90804291
738,35.88196945
739,35.85638809
740,35.83141327
741,35.80715179
742,35.78372574
743,35.7612381
744,35.73980713
745,35.71954346
746,35.70056534
747,35.68297577
748,35.66689682
749,35.65243912
750,35.63970947
751,35.62882996
752,35.61990356
753,35.61305237
754,35.60838318
755,35.60601044
756,35.60604477
757,35.60860443
758,35.61380005
759,35.62174225
760,35.63254166
761,35.64632034
762,35.6631813
763,35.6832428
764,35.70661545
765,35.7334137
766,35.76374817
767,35.79773712
768,35.83548355
769,35.87710953
770,35.92272186
771,35.97243881
772,36.02636719
773,36.08462524
774,36.14732361
775,36.21457291
776,36.28648758
777,36.36318207
778,36.44477081
779,36.53135681
780,36.62306595
781,36.72000122
782,36.82223892
783,36.92967606
784,37.04216766
785,37.15958023
786,37.28176117
787,37.40857697
788,37.53988266
789,37.67553329
790,37.81538773
791,37.95930481
792,38.10713959
793,38.25875473
794,38.41400528
795,38.57274628
796,38.73484039
797,38.90014267
798,39.06850815
799,39.2397995
800,39.41387177
801,39.59058762
802,39.76979446
803,39.9513588
804,40.13513565
805,40.32098389
806,40.50875854
807,40.69831848
808,40.88952255
809,41.08222961
810,41.27629089
811,41.47157288
812,41.66792679
813,41.8652153
814,42.06328964
815,42.26201248
816,42.46124268
817,42.66083527
818,42.86064911
819,43.06053925
820,43.26036453
821,43.45998764
822,43.6592598
823,43.85803986
824,44.05619049
825,44.25356293
826,44.45001984
827,44.64541626
828,44.83960724
829,45.03245544
830,45.22381973
831,45.41355515
832,45.60151672
833,45.78756714
834,45.97155762
835,46.15335464
836,46.33280945
837,46.50978088
838,46.68412781
839,46.85570908
840,47.02437973
841,47.18999863
842,47.35245514
843,47.5117569
844,47.66794968
845,47.82107162
846,47.97116852
847,48.1182785
848,48.26244354
849,48.4037056
850,48.54210281
851,48.67768478
852,48.81048584
853,48.94055176
854,49.06792068
855,49.1926384
856,49.31474304
857,49.43427658
858,49.55128098
859,49.665802
860,49.77787399
861,49.88753891
862,49.99484634
863,50.09983063
864,50.20253372
865,50.3030014
866,50.40127182
867,50.49738693
868,50.5913887
869,50.68331909
870,50.77322006
871,50.86113358
872,50.94709778
873,51.03115845
874,51.11335373
875,51.19372559
876,51.27231979
877,51.34917068
878,51.42432785
879,51.49782944
880,51.56971359
881,51.64002609
882,51.7088089
883,51.77610016
884,51.84194565
885,51.9063797
886,51.9694519
887,52.03120422
888,52.09166718
889,52.15089417
890,52.20892334
891,52.26579285
892,52.32154846
893,52.37622833
894,52.42987823
895,52.48253632
896,52.53424454
897,52.58504486
898,52.63497925
899,52.68408966
900,52.73241425
901,52.77999878
902,52.82688141
903,52.87307739
904,52.91861343
905,52.96350098
906,53.00775909
907,53.05140305
908,53.09445572
909,53.13693237
910,53.17885208
911,53.22022629
912,53.2610817
913,53.30142975
914,53.34128952
915,53.38068008
916,53.4196167
917,53.45811844
918,53.49620438
919,53.53388977
920,53.5711937
921,53.60813522
922,53.64472961
923,53.68099213
924,53.71694565
925,53.75260544
926,53.78799057
927,53.8231163
928,53.85800171
929,53.89266586
930,53.92712402
931,53.96139526
932,53.99549484
933,54.02944183
934,54.06325912
935,54.09695435
936,54.1305542
937,54.16407013
938,54.19752121
939,54.23093033
940,54.26430893
941,54.29767609
942,54.33105087
943,54.36445236
944,54.397892
945,54.43139648
946,54.46497345
947,54.4986496
948,54.53243637
949,54.56635666
950,54.60042191
951,54.634655
952,54.6690712
953,54.70368958
954,54.73852539
955,54.77360153
956,54.80892944
957,54.8445282
958,54.88041687
959,54.91661453
960,54.95313644
961,54.99000168
962,55.02721405
963,55.06473923
964,55.1025238
965,55.14051437
966,55.17866516
967,55.21692276
968,55.25523376
969,55.29355621
970,55.33183289
971,55.37001038
972,55.40804672
973,55.44588852
974,55.48347855
975,55.52077484
976,55.557724
977,55.59427261
978,55.63037109
979,55.66597366
980,55.7010231
981,55.73547363
982,55.76927185
983,55.80236816
984,55.83470917
985,55.86624908
986,55.89693832
987,55.92671967
988,55.95554733
989,55.98336792
990,56.01013565
991,56.0357933
992,56.0602951
993,56.08358765
994,56.10562134
995,56.1263504
996,56.14571381
997,56.1636734
998,56.18016815
999,56.19515228
1000,56.20857239
1001,56.22038269
1002,56.23052597
1003,56.23896027
1004,56.24562836
1005,56.25048065
1006,56.25346756
1007,56.25453949
1008,56.25364304
1009,56.25072861
1010,56.24574661
1011,56.23864746
1012,56.22937775
1013,56.21789169
1014,56.20413208
1015,56.18805313
1016,56.16960144
1017,56.14872742
1018,56.12538147
1019,56.09951019
1020,56.07106781
1021,56.04000092
1022,56.00628281
1023,55.96999359
1024,55.93122864
1025,55.89009094
1026,55.8466835
1027,55.80110931
1028,55.75346375
1029,55.70384979
1030,55.65237427
1031,55.59912872
1032,55.54421997
1033,55.48774719
1034,55.42981339
1035,55.37052155
1036,55.30996704
1037,55.24825287
