X_Value,Y_Value
1001,73299.46504
1002,73282.66951
1003,73264.59754
1004,73245.23568
1005,73224.57053
1006,73202.58863
1007,73179.27658
1008,73154.62093
1009,73128.60826
1010,73101.22515
1011,73072.45816
1012,73042.29387
1013,73010.71884
1014,72977.71966
1015,72943.28288
1016,72907.39509
1017,72870.04286
1018,72831.21275
1019,72790.89133
1020,72749.06519
1021,72705.7209
1022,72660.88262
1023,72614.72496
1024,72567.46013
1025,72519.30033
1026,72470.45777
1027,72421.14466
1028,72371.5732
1029,72321.9556
1030,72272.50407
1031,72223.43081
1032,72174.94803
1033,72127.26794
1034,72080.60274
1035,72035.16464
1036,71991.16585
1037,71948.81857
1038,71908.33501
1039,71869.92737
1040,71833.80787
1041,71800.1887
1042,71769.28209
1043,71741.30022
1044,71716.45531
1045,71694.95957
1046,71677.0252
1047,71662.86441
1048,71652.68941
1049,71646.71239
1050,71645.14558
1051,71648.20117
1052,71656.09137
1053,71669.02839
1054,71687.22444
1055,71710.89172
1056,71740.24243
1057,71775.48879
1058,71816.843
1059,71864.51727
1060,71918.7238
1061,71979.67481
1062,72047.58249
1063,72122.65906
1064,72205.11672
1065,72295.16767
1066,72393.02413
1067,72498.8983
1068,72613.00239
1069,72735.5486
1070,72866.74914
1071,73006.81622
1072,73155.96204
1073,73314.39882
1074,73482.33875
1075,73659.99404
1076,73847.57691
1077,74045.29955
1078,74253.37417
1079,74472.01298
1080,74701.42819
1081,74941.83201
1082,75193.33326
1083,75455.6273
1084,75728.30611
1085,76010.96166
1086,76303.18595
1087,76604.57093
1088,76914.70861
1089,77233.19094
1090,77559.60992
1091,77893.55753
1092,78234.62573
1093,78582.40651
1094,78936.49186
1095,79296.47374
1096,79661.94414
1097,80032.49504
1098,80407.71842
1099,80787.20625
1100,81170.55052
1101,81557.3432
1102,81947.17627
1103,82339.64172
1104,82734.33152
1105,83130.83765
1106,83528.75209
1107,83927.66682
1108,84327.17382
1109,84726.86506
1110,85126.33253
1111,85525.16821
1112,85922.96407
1113,86319.3121
1114,86713.80427
1115,87106.03257
1116,87495.58896
1117,87882.06544
1118,88265.05398
1119,88644.14655
1120,89018.93515
1121,89389.01174
1122,89753.96831
1123,90113.39684
1124,90466.8893
1125,90814.03768
1126,91154.43395
1127,91487.67009
1128,91813.33809
1129,92131.02991
1130,92440.33755
1131,92740.85298
1132,93032.16818
1133,93313.87512
1134,93585.56579
1135,93846.83217
1136,94097.26623
1137,94336.45996
1138,94564.00533
1139,94779.49433
1140,94982.51892
