Y_Value,X_Value
2375.084021,465
2510.711209,466
2651.195797,467
2796.629682,468
2947.104765,469
3102.712943,470
3263.546116,471
3429.696181,472
3601.255039,473
3778.314587,474
3960.966724,475
4149.303349,476
4343.416361,477
4543.397658,478
4749.339139,479
4961.332703,480
5179.470248,481
5403.808089,482
5634.260198,483
5870.704965,484
6113.020778,485
6361.086025,486
6614.779095,487
6873.978378,488
7138.56226,489
7408.409132,490
7683.397381,491
7963.405396,492
8248.311565,493
8537.994278,494
8832.331923,495
9131.202888,496
9434.485563,497
9742.058335,498
10053.79959,499
10369.58773,500
10689.30112,501
11012.81817,502
11340.01726,503
11670.77678,504
12004.97511,505
12342.49066,506
12683.20179,507
13026.98691,508
13373.72441,509
13723.29266,510
14075.57006,511
14430.435,512
14787.76587,513
15147.44105,514
15509.33894,515
15873.33791,516
16239.31637,517
16607.1527,518
16976.72528,519
17347.91252,520
17720.59278,521
18094.64448,522
18469.94598,523
18846.37568,524
19223.81198,525
19602.13325,526
19981.21789,527
20360.94428,528
20741.19082,529
21121.83589,530
21502.75788,531
21883.83518,532
22264.94618,533
22645.96927,534
23026.78283,535
23407.26525,536
23787.29493,537
24166.75025,538
24545.5096,539
24923.45137,540
25300.45394,541
25676.41675,542
26051.32341,543
26425.17857,544
26797.98689,545
27169.753,546
27540.48158,547
27910.17726,548
28278.8447,549
28646.48856,550
29013.11348,551
29378.72412,552
29743.32513,553
30106.92116,554
30469.51687,555
30831.1169,556
31191.72591,557
31551.34855,558
31909.98947,559
32267.65333,560
32624.34478,561
32980.06846,562
33334.82904,563
33688.63116,564
34041.47948,565
34393.37865,566
34744.33331,567
35094.34813,568
35443.42776,569
35791.57684,570
36138.80003,571
36485.10198,572
36830.48735,573
37174.96078,574
37518.52693,575
37861.19046,576
38202.956,577
38543.82822,578
38883.81176,579
39222.91129,580
39561.13144,581
39898.47688,582
40234.95226,583
40570.56222,584
40905.31143,585
41239.20453,586
41572.24617,587
41904.44101,588
42235.79369,589
42566.30888,590
42895.99122,591
43224.84537,592
43552.87598,593
43880.08769,594
44206.48517,595
44532.07306,596
44856.85602,597
45180.8387,598
45504.02575,599
45826.42182,600
46148.03157,601
46468.85216,602
46788.85083,603
47107.98731,604
47426.22137,605
47743.51273,606
48059.82116,607
48375.1064,608
48689.32819,609
49002.44627,610
49314.42041,611
49625.21033,612
49934.7758,613
50243.07655,614
50550.07234,615
50855.7229,616
51159.98799,617
51462.82735,618
51764.20073,619
52064.06787,620
52362.38853,621
52659.12244,622
52954.22936,623
53247.66903,624
53539.4012,625
53829.38561,626
54117.58201,627
54403.95015,628
54688.44977,629
54971.04062,630
55251.68245,631
55530.335,632
55806.95802,633
56081.51126,634
56353.95446,635
56624.24736,636
56892.34973,637
57158.2213,638
57421.82181,639
57683.11102,640
57942.04867,641
58198.59451,642
58452.70829,643
58704.34975,644
58953.47863,645
59200.05469,646
59444.03767,647
59685.38731,648
59924.06337,649
60160.02559,650
60393.23372,651
60623.6475,652
60851.22668,653
61075.93101,654
61297.72023,655
61516.55409,656
61732.39233,657
61945.19471,658
62154.92097,659
62361.53085,660
62564.9841,661
62765.24476,662
62962.29399,663
63156.11725,664
63346.70001,665
63534.0277,666
63718.0858,667
63898.85976,668
64076.33504,669
64250.49708,670
64421.33136,671
64588.82332,672
64752.95842,673
64913.72212,674
65071.09988,675
65225.07714,676
65375.63938,677
65522.77205,678
65666.46059,679
65806.69048,680
65943.44716,681
66076.71609,682
66206.48273,683
66332.73254,684
66455.45097,685
66574.62348,686
66690.23552,687
66802.27256,688
66910.72005,689
67015.56344,690
67116.7882,691
67214.37977,692
67308.32362,693
67398.60521,694
67485.20998,695
67568.1234,696
67647.33092,697
67722.818,698
67794.5701,699
67862.57267,700
67926.81117,701
67987.27106,702
68043.93779,703
68096.79682,704
68145.83361,705
68191.03361,706
68232.38228,707
68269.86508,708
68303.46745,709
68333.17487,710
68358.97279,711
68380.84666,712
68398.78194,713
68412.76409,714
68422.77856,715
68428.81081,716
68430.84629,717
68428.87047,718
68422.8688,719
68412.82674,720
68398.72974,721
68380.57068,722
68358.37208,723
68332.16388,724
68301.97603,725
68267.83847,726
68229.78114,727
68187.83399,728
68142.02695,729
68092.38998,730
68038.953,731
67981.74597,732
67920.79882,733
67856.1415,734
67787.80396,735
67715.81612,736
67640.20795,737
67561.00937,738
67478.25032,739
67391.96077,740
67302.17063,741
67208.90987,742
67112.20841,743
67012.09621,744
66908.6032,745
66801.75932,746
66691.59453,747
66578.13875,748
66461.42194,749
66341.47404,750
66218.32498,751
66092.00471,752
65962.54318,753
65829.97032,754
65694.31608,755
65555.6104,756
65413.88322,757
65269.16449,758
65121.48414,759
64970.87212,760
64817.35838,761
64660.97285,762
64501.74547,763
64339.70619,764
64174.88496,765
64007.3117,766
63837.01638,767
63664.02892,768
63488.37927,769
63310.09737,770
63129.21317,771
62945.75661,772
62759.75762,773
62571.24616,774
62380.25216,775
62186.80557,776
61990.93633,777
61792.67438,778
61592.04966,779
61389.09212,780
61183.83169,781
60976.29198,782
60766.47114,783
60554.361,784
60339.95338,785
60123.24009,786
59904.21296,787
59682.8638,788
59459.18443,789
59233.16667,790
59004.80234,791
58774.08325,792
58541.00123,793
58305.54809,794
58067.71566,795
57827.49575,796
57584.88018,797
57339.86076,798
57092.42932,799
56842.57768,800
56590.29765,801
56335.58106,802
56078.41972,803
55818.80544,804
55556.73006,805
55292.18538,806
55025.16323,807
54755.65542,808
54483.65378,809
54209.15012,810
53932.13626,811
53652.60401,812
53370.54521,813
53085.95166,814
52798.81518,815
52509.1276,816
52216.88073,817
51922.06639,818
51624.6764,819
51324.70258,820
51022.13674,821
50716.97071,822
50409.1963,823
50098.80534,824
49785.78963,825
49470.14101,826
49151.85128,827
48830.91227,828
48507.31579,829
48181.05367,830
47852.11772,831
47520.49976,832
47186.19161,833
46849.18509,834
46509.47202,835
46167.04421,836
45821.89348,837
45474.01166,838
45123.39056,839
44770.022,840
44413.89779,841
44055.0198,842
43693.43001,843
43329.18044,844
42962.32311,845
42592.91006,846
42220.99329,847
41846.62484,848
41469.85672,849
41090.74096,850
40709.32958,851
40325.67461,852
39939.82807,853
39551.84197,854
39161.76834,855
38769.65921,856
38375.5666,857
37979.54253,858
37581.63902,859
37181.9081,860
36780.40179,861
36377.1721,862
35972.27107,863
35565.75072,864
35157.66307,865
34748.06014,866
34336.99395,867
33924.51653,868
33510.6799,869
33095.53609,870
32679.13711,871
32261.53499,872
31842.78175,873
31422.92941,874
31002.03,875
30580.13554,876
30157.29805,877
29733.56955,878
29309.00207,879
28883.64764,880
28457.55826,881
28030.78597,882
27603.38279,883
27175.40074,884
26746.89184,885
26317.90812,886
25888.5016,887
25458.7243,888
25028.62824,889
24598.26546,890
24167.68796,891
23736.94777,892
23306.09692,893
22875.18743,894
22444.27131,895
22013.4006,896
21582.62732,897
21152.00349,898
20721.58112,899
20291.41225,900
19861.5489,901
19432.05802,902
19003.06628,903
18574.71529,904
18147.14666,905
17720.50198,906
17294.92287,907
16870.55092,908
16447.52774,909
16025.99494,910
15606.09412,911
15187.96689,912
14771.75485,913
14357.5996,914
13945.64275,915
13536.02591,916
13128.89067,917
12724.37865,918
12322.63145,919
11923.79067,920
11527.99791,921
11135.39479,922
10746.1229,923
10360.32386,924
9978.139256,925
9599.710706,926
9225.17981,927
8854.688174,928
8488.377401,929
8126.389097,930
7768.864866,931
7415.946313,932
7067.775042,933
6724.492658,934
6386.240766,935
6053.160969,936
5725.394874,937
5403.084083,938
5086.370203,939
4775.394837,940
4470.29959,941
4171.226067,942
3878.315872,943
3591.710611,944
3311.551886,945
3037.981304,946
2771.140469,947
2511.170985,948
2258.214457,949
2012.412489,950
1773.906686,951
1542.838654,952
1319.349995,953
1103.582316,954
895.6772203,955
695.7763126,956
504.0211977,957
320.5534802,958
145.5147647,959
-20.95334432,960
-178.7092421,961
-327.6661088,962
-467.9562628,963
-599.7668073,964
-723.2848455,965
-838.6974804,966
-946.1918152,967
-1045.954953,968
-1138.173997,969
-1223.036051,970
-1300.728216,971
-1371.437598,972
-1435.351298,973
-1492.65642,974
-1543.540067,975
-1588.189342,976
-1626.791349,977
-1659.53319,978
-1686.601968,979
-1708.184788,980
-1724.468751,981
-1735.640961,982
-1741.888521,983
-1743.398534,984
-1740.358104,985
-1732.954333,986
-1721.374325,987
-1705.805183,988
-1686.43401,989
-1663.447909,990
-1637.033983,991
-1607.379335,992
-1574.671069,993
-1539.096287,994
-1500.842094,995
-1460.095591,996
-1417.043882,997
-1371.87407,998
-1324.773259,999
-1275.928551,1000
-1225.52705,1001
-1173.755859,1002
-1120.80208,1003
-1066.852817,1004
-1012.095174,1005
-956.7162527,1006
-900.9031569,1007
-844.8429896,1008
-788.7228541,1009
-732.7298534,1010
-677.0510907,1011
-621.8736691,1012
-567.3846917,1013
-513.7712617,1014
-461.2204822,1015
-409.9194564,1016
-360.0552874,1017
-311.8150784,1018
-265.3859324,1019
-220.9549526,1020
-178.7092421,1021
-138.7963646,1022
-101.2057255,1023
-65.88719065,1024
-32.79062594,1025
-1.865897278,1026
26.93712945,1027
53.66858837,1028
78.37861357,1029
101.1173392,1030
121.9348993,1031
140.881428,1032
158.0070595,1033
173.3619278,1034
186.9961671,1035
198.9599114,1036
209.3032949,1037
218.0764517,1038
225.3295159,1039
231.1126216,1040
235.475903,1041
238.469494,1042
240.1435289,1043
240.5481418,1044
239.7334667,1045
237.7496378,1046
234.6467892,1047
230.475055,1048
225.2845693,1049
219.1254662,1050
212.0478798,1051
204.1019443,1052
195.3377937,1053
185.8055622,1054
175.5553839,1055
164.6373928,1056
153.1017232,1057
140.998509,1058
128.3778845,1059
115.2899836,1060
101.7849407,1061
87.91288964,1062
73.72396468,1063
59.26829988,1064
44.59602937,1065
29.75728725,1066
14.80220763,1067
-0.219075377,1068
-15.25642766,1069
-30.2597151,1070
-45.1788036,1071
-59.96355904,1072
-74.56384731,1073
-88.92953431,1074
-103.0104859,1075
-116.756568,1076
-130.1176465,1077
-143.0435873,1078
-155.4842562,1079
-167.3895192,1080
-178.7092421,1081
-189.4038855,1082
-199.4762879,1083
-208.9398829,1084
-217.8081035,1085
-226.0943833,1086
-233.8121554,1087
-240.9748531,1088
-247.5959099,1089
-253.6887589,1090
-259.2668335,1091
-264.343567,1092
-268.9323927,1093
-273.0467439,1094
-276.7000539,1095
-279.905756,1096
-282.6772835,1097
-285.0280698,1098
-286.9715481,1099
-288.5211517,1100
-289.690314,1101
-290.4924682,1102
-290.9410477,1103
-291.0494857,1104
-290.8312156,1105
-290.2996707,1106
-289.4682842,1107
-288.3504896,1108
-286.95972,1109
-285.3094088,1110
-283.4129893,1111
-281.2838949,1112
-278.9355587,1113
-276.3814142,1114
-273.6348945,1115
-270.7094331,1116
-267.6184633,1117
-264.3754183,1118
-260.9937314,1119
-257.486836,1120
-253.8681653,1121
-250.1511527,1122
-246.3492315,1123
-242.475835,1124
-238.5443964,1125
-234.5683491,1126
-230.5611264,1127
-226.5361616,1128
-222.506888,1129
-218.4867389,1130
-214.4891477,1131
-210.5275475,1132
-206.6153718,1133
-202.7660538,1134
-198.9930269,1135
-195.3097243,1136
-191.7295793,1137
-188.2660253,1138
-184.9324956,1139
-181.7424234,1140
-178.7092421,1141
-175.8435463,1142
-173.1445755,1143
-170.6087307,1144
-168.2324127,1145
-166.0120224,1146
-163.9439608,1147
-162.0246286,1148
-160.2504269,1149
-158.6177564,1150
-157.1230181,1151
-155.7626129,1152
-154.5329416,1153
-153.4304051,1154
-152.4514044,1155
-151.5923403,1156
-150.8496136,1157
-150.2196254,1158
-149.6987764,1159
-149.2834676,1160
-148.9700999,1161
-148.755074,1162
-148.634791,1163
-148.6056517,1164
-148.664057,1165
-148.8064078,1166
-149.029105,1167
-149.3285495,1168
-149.701142,1169
-150.1432837,1170
-150.6513752,1171
-151.2218176,1172
-151.8510117,1173
-152.5353583,1174
-153.2712585,1175
-154.055113,1176
-154.8833228,1177
-155.7522887,1178
-156.6584116,1179
-157.5980925,1180
-158.5677321,1181
-159.5637315,1182
-160.5824914,1183
-161.6204128,1184
-162.6738966,1185
-163.7393436,1186
-164.8131548,1187
-165.8917309,1188
-166.971473,1189
-168.0487819,1190
-169.1200585,1191
-170.1817036,1192
-171.2301182,1193
-172.2617031,1194
-173.2728593,1195
-174.2599876,1196
-175.219489,1197
-176.1477642,1198
-177.0412142,1199
-177.8962399,1200
-178.7092421,1201
-179.4773822,1202
-180.2008629,1203
-180.8806473,1204
-181.5176986,1205
-182.1129799,1206
-182.6674544,1207
-183.1820852,1208
-183.6578354,1209
-184.0956682,1210
-184.4965468,1211
-184.8614343,1212
-185.1912937,1213
-185.4870884,1214
-185.7497813,1215
-185.9803357,1216
-186.1797147,1217
-186.3488814,1218
-186.488799,1219
-186.6004306,1220
-186.6847394,1221
-186.7426885,1222
-186.775241,1223
-186.7833601,1224
-186.768009,1225
-186.7301507,1226
-186.6707485,1227
-186.5907654,1228
-186.4911646,1229
-186.3729093,1230
-186.2369625,1231
-186.0842875,1232
-185.9158474,1233
-185.7326052,1234
-185.5355243,1235
-185.3255676,1236
-185.1036984,1237
-184.8708798,1238
-184.6280749,1239
-184.3762469,1240
-184.1163589,1241
-183.8493741,1242
-183.5762555,1243
-183.2979664,1244
-183.0154699,1245
-182.7297292,1246
-182.4417072,1247
-182.1523674,1248
-181.8626726,1249
-181.5735862,1250
-181.2860712,1251
-181.0010908,1252
-180.7196081,1253
-180.4425863,1254
-180.1709886,1255
-179.9057779,1256
-179.6479176,1257
-179.3983707,1258
-179.1581004,1259
-178.9280698,1260
-178.7092421,1261
-178.5023777,1262
-178.3074258,1263
-178.124133,1264
-177.9522458,1265
-177.7915108,1266
-177.6416745,1267
-177.5024835,1268
-177.3736843,1269
-177.2550234,1270
-177.1462474,1271
-177.0471029,1272
-176.9573363,1273
-176.8766942,1274
-176.8049232,1275
-176.7417698,1276
-176.6869805,1277
-176.6403018,1278
-176.6014804,1279
-176.5702628,1280
-176.5463954,1281
-176.5296249,1282
-176.5196978,1283
-176.5163606,1284
-176.5193598,1285
-176.5284421,1286
-176.5433539,1287
-176.5638418,1288
-176.5896524,1289
-176.6205321,1290
-176.6562275,1291
-176.6964852,1292
-176.7410516,1293
-176.7896734,1294
-176.8420971,1295
-176.8980692,1296
-176.9573363,1297
-177.0196449,1298
-177.0847415,1299
-177.1523727,1300
-177.222285,1301
-177.294225,1302
-177.3679392,1303
-177.4431742,1304
-177.5196764,1305
-177.5971925,1306
-177.675469,1307
-177.7542524,1308
-177.8332892,1309
-177.912326,1310
-177.9911094,1311
-178.0693859,1312
-178.146902,1313
-178.2234042,1314
-178.2986392,1315
-178.3723534,1316
-178.4442934,1317
-178.5142057,1318
-178.5818369,1319
-178.6469336,1320
-178.7092421,1321
-178.7685599,1322
-178.8248868,1323
-178.8782737,1324
-178.9287711,1325
-178.9764297,1326
-179.0213004,1327
-179.0634336,1328
-179.1028802,1329
-179.1396909,1330
-179.1739162,1331
-179.205607,1332
-179.2348139,1333
-179.2615876,1334
-179.2859787,1335
-179.3080381,1336
-179.3278163,1337
-179.3453641,1338
-179.3607321,1339
-179.3739711,1340
-179.3851317,1341
-179.3942647,1342
-179.4014207,1343
-179.4066504,1344
-179.4100045,1345
-179.4115337,1346
-179.4112887,1347
-179.4093201,1348
-179.4056788,1349
-179.4004153,1350
-179.3935803,1351
-179.3852247,1352
-179.3753989,1353
-179.3641538,1354
-179.35154,1355
-179.3376082,1356
-179.3224092,1357
-179.3059935,1358
-179.2884119,1359
-179.2697151,1360
-179.2499538,1361
-179.2291786,1362
-179.2074403,1363
-179.1847896,1364
-179.1612771,1365
-179.1369535,1366
-179.1118696,1367
-179.0860759,1368
-179.0596233,1369
-179.0325624,1370
-179.0049438,1371
-178.9768184,1372
-178.9482367,1373
-178.9192495,1374
-178.8899074,1375
-178.8602612,1376
-178.8303615,1377
-178.8002591,1378
-178.7700046,1379
-178.7396487,1380
-178.7092421,1381
-178.6788355,1382
-178.6484797,1383
-178.6182251,1384
-178.5881227,1385
-178.558223,1386
-178.5285768,1387
-178.4992348,1388
-178.4702476,1389
-178.4416659,1390
-178.4135404,1391
-178.3859219,1392
-178.358861,1393
-178.3324083,1394
-178.3066147,1395
-178.2815307,1396
-178.2572072,1397
-178.2336947,1398
-178.2110439,1399
-178.1893056,1400
-178.1685304,1401
-178.1487691,1402
-178.1300723,1403
-178.1124908,1404
-178.0960751,1405
-178.080876,1406
-178.0669442,1407
-178.0543305,1408
-178.0430853,1409
-178.0332596,1410
-178.0249039,1411
-178.018069,1412
-178.0128055,1413
-178.0091641,1414
-178.0071956,1415
-178.0069506,1416
-178.0084798,1417
-178.0118339,1418
-178.0170636,1419
-178.0242196,1420
-178.0333525,1421
-178.0445132,1422
-178.0577521,1423
-178.0731202,1424
-178.090668,1425
-178.1104462,1426
-178.1325055,1427
-178.1568967,1428
-178.1836704,1429
-178.2128773,1430
-178.244568,1431
-178.2787934,1432
-178.315604,1433
-178.3550506,1434
-178.3971839,1435
-178.4420545,1436
-178.4897132,1437
-178.5402106,1438
-178.5935974,1439
-178.6499244,1440
