X_Value,Y1_Value,Base,Variation,Y4_Value,Y3_Value,Y2_Value
783,870692.1532,534551.1875,105363.75,639914.9375,168546.0573,-400000
784,870475.983,534551.1875,104839.5,639390.6875,168248.934,-400000
785,870249.104,534551.1875,104282.5,638833.6875,167929.0418,-400000
786,870012.2545,534551.1875,103694.0625,638245.25,167586.8914,-400000
787,869766.2355,534551.1875,103075.4375,637626.625,167222.9936,-400000
788,869511.7855,534551.1875,102428,636979.1875,166837.8589,-400000
789,869249.7678,534551.1875,101753.0625,636304.25,166431.9982,-400000
790,868980.9837,534551.1875,101051.8125,635603,166005.9223,-400000
791,868706.1086,534551.1875,100325.6875,634876.875,165560.1415,-400000
792,868426.0684,534551.1875,99575.875,634127.0625,165095.167,-400000
793,868141.5395,534551.1875,98803.75,633354.9375,164611.5092,-400000
794,867853.3851,534551.1875,98010.625,632561.8125,164109.6789,-400000
795,867562.4062,534551.1875,97197.6875,631748.875,163590.1868,-400000
796,867269.2788,534551.1875,96366.375,630917.5625,163053.5436,-400000
797,866974.9286,534551.1875,95517.875,630069.0625,162500.26,-400000
798,866680.0318,534551.1875,94653.5625,629204.75,161930.8467,-400000
799,866385.4518,534551.1875,93774.75,628325.9375,161345.8144,-400000
800,866091.9893,534551.1875,92882.6875,627433.875,160745.6739,-400000
801,865800.383,534551.1875,91978.6875,626529.875,160130.9359,-400000
802,865511.4336,534551.1875,91064.0625,625615.25,159502.111,-400000
803,865225.9422,534551.1875,90140.0625,624691.25,158859.7099,-400000
804,864944.6474,534551.1875,89208.0625,623759.25,158204.2434,-400000
805,864668.4123,534551.1875,88269.375,622820.5625,157536.2223,-400000
806,864398.038,534551.1875,87325.25,621876.4375,156856.157,-400000
807,864134.2629,534551.1875,86376.9375,620928.125,156164.5585,-400000
808,863877.8255,534551.1875,85425.875,619977.0625,155461.9374,-400000
809,863629.6516,534551.1875,84473.25,619024.4375,154748.8045,-400000
810,863390.4173,534551.1875,83520.375,618071.5625,154025.6703,-400000
811,863160.9235,534551.1875,82568.625,617119.8125,153293.0456,-400000
812,862942.0335,534551.1875,81619.25,616170.4375,152551.4412,-400000
813,862734.4858,534551.1875,80673.5,615224.6875,151801.3678,-400000
814,862539.019,534551.1875,79732.75,614283.9375,151043.336,-400000
815,862356.4964,534551.1875,78798.3125,613349.5,150277.8566,-400000
816,862187.7187,534551.1875,77871.4375,612422.625,149505.4402,-400000
817,862033.4249,534551.1875,76953.4375,611504.625,148726.5976,-400000
818,861894.4152,534551.1875,76045.625,610596.8125,147941.8396,-400000
819,861771.4916,534551.1875,75149.3125,609700.5,147151.6767,-400000
820,861665.4541,534551.1875,74265.75,608816.9375,146356.6197,-400000
821,861577.0414,534551.1875,73396.3125,607947.5,145557.1793,-400000
822,861507.1169,534551.1875,72542.1875,607093.375,144753.8663,-400000
823,861456.3568,534551.1875,71704.8125,606256,143947.1913,-400000
824,861425.6866,534551.1875,70885.4375,605436.625,143137.665,-400000
825,861415.8451,534551.1875,70085.3125,604636.5,142325.7982,-400000
826,861427.5706,534551.1875,69305.8125,603857,141512.1015,-282600.192
827,744156.7155,534551.1875,68548.125,603099.3125,140697.0857,-282600.192
828,744213.9781,534551.1875,67813.6875,602364.875,139881.2614,-282600.192
829,744295.273,534551.1875,67103.75,601654.9375,139065.1395,-282600.192
830,744401.3386,534551.1875,66419.5625,600970.75,138249.2305,-282600.192
831,744532.9137,534551.1875,65762.5,600313.6875,137434.0453,-11304.00768
832,473654.7383,534551.1875,65133.8125,599685,136620.0944,-11304.00768
833,473839.7984,534551.1875,64534.8125,599086,135807.8887,-11304.00768
834,474052.7707,534551.1875,63966.8125,598518,134997.9387,-11304.00768
835,474294.4562,534551.1875,63431.125,597982.3125,134190.7553,-11304.00768
836,474565.6559,534551.1875,62929.0625,597480.25,133386.8492,-452.1603072
837,464026.9149,534551.1875,62461.8125,597013,132586.731,-452.1603072
838,464359.4207,534551.1875,62030.8125,596582,131790.9114,-452.1603072
839,464723.8436,534551.1875,61637.3125,596188.5,130999.9013,-452.1603072
840,465120.9219,534551.1875,61282.625,595833.8125,130214.2112,-452.1603072
841,465551.4567,534551.1875,60968,595519.1875,129434.3518,-18.08641227
842,465582.5779,534551.1875,60694.375,595245.5625,128660.7411,-18.08641227
843,466082.0215,534551.1875,60461.1875,595012.375,127893.4254,-18.08641227
844,466615.5709,534551.1875,60267.3125,594818.5,127132.358,-18.08641227
845,467182.1494,534551.1875,60111.6875,594662.875,126377.4925,-18.08641227
846,467780.7415,534551.1875,59993.375,594544.5625,125628.7824,-0.723456504
847,468393.1134,534551.1875,59911.3125,594462.5,124886.1811,-0.723456504
848,469052.9385,534551.1875,59864.4375,594415.625,124149.6421,-0.723456504
849,469741.8578,534551.1875,59851.8125,594403,123419.1187,-0.723456504
850,470458.9812,534551.1875,59872.25,594423.4375,122694.5646,-0.723456504
851,471203.1691,534551.1875,59924.8125,594476,121975.9331,-0.028938257
852,471972.8375,534551.1875,60008.5,594559.6875,121263.1777,-0.028938257
853,472768.4216,534551.1875,60122.25,594673.4375,120556.252,-0.028938257
854,473588.2128,534551.1875,60264.9375,594816.125,119855.1092,-0.028938257
855,474431.1337,534551.1875,60435.6875,594986.875,119159.703,-0.028938257
856,475296.3569,534551.1875,60633.375,595184.5625,118469.9867,-0.001157527
857,476182.7771,534551.1875,60857,595408.1875,117785.9139,-0.001157527
858,477089.4976,534551.1875,61105.5,595656.6875,117107.4379,-0.001157527
859,478015.4756,534551.1875,61377.8125,595929,116434.5124,-0.001157527
860,478959.6964,534551.1875,61673.0625,596224.25,115767.0906,-0.001157527
861,479921.3321,534551.1875,61990,596541.1875,115105.1261,-4.63E-05
862,480899.1798,534551.1875,62327.75,596878.9375,114448.5724,-4.63E-05
863,481892.4139,534551.1875,62685.25,597236.4375,113797.3828,-4.63E-05
864,482900.0185,534551.1875,63061.4375,597612.625,113151.511,-4.63E-05
865,483920.9789,534551.1875,63455.3125,598006.5,112510.9102,-4.63E-05
866,484954.3422,534551.1875,63865.8125,598417,111875.5341,-1.87E-06
867,485999.0939,534551.1875,64291.9375,598843.125,111245.336,-1.87E-06
868,487054.2816,534551.1875,64732.625,599283.8125,110620.2695,-1.87E-06
869,488118.8901,534551.1875,65186.875,599738.0625,110000.2879,-1.87E-06
870,489191.9673,534551.1875,65653.625,600204.8125,109385.3448,-1.87E-06
871,490272.4981,534551.1875,66131.8125,600683,108775.3936,-6.95E-08
872,491359.4677,534551.1875,66620.5,601171.6875,108170.3877,-6.95E-08
873,492451.9862,534551.1875,67118.625,601669.8125,107570.2807,-6.95E-08
874,493549.0386,534551.1875,67625.0625,602176.25,106975.026,-6.95E-08
875,494649.5476,534551.1875,68138.875,602690.0625,106384.577,-6.95E-08
876,495752.6232,534551.1875,68659.0625,603210.25,105798.8873,-9.92E-09
877,496857.313,534551.1875,69184.5,603735.6875,105217.9103,-9.92E-09
878,497962.5396,534551.1875,69714.1875,604265.375,104641.5994,-9.92E-09
879,499067.3507,534551.1875,70247.125,604798.3125,104069.9081,-9.92E-09
880,500170.7938,534551.1875,70782.25,605333.4375,103502.7899,-9.92E-09
881,501271.8539,534551.1875,71318.5625,605869.75,102940.1982,-9.92E-09
882,502369.5787,534551.1875,71854.9375,606406.125,102382.0865,-9.92E-09
883,503462.8909,534551.1875,72390.4375,606941.625,101828.4083,-9.92E-09
884,504550.9005,534551.1875,72924.0625,607475.25,101279.117,-9.92E-09
885,505632.655,534551.1875,73454.6875,608005.875,100734.1661,-9.92E-09
886,506707.077,534551.1875,73981.3125,608532.5,100193.509,-9.92E-09
887,507773.2143,534551.1875,74502.875,609054.0625,99657.09927,-9.92E-09
888,508830.0519,534551.1875,75018.4375,609569.625,99124.8903,-9.92E-09
889,509876.6997,534551.1875,75526.875,610078.0625,98596.83557,-9.92E-09
890,510912.0806,534551.1875,76027.25,610578.4375,98072.88855,-9.92E-09
891,511935.3044,534551.1875,76518.375,611069.5625,97553.00268,-9.92E-09
892,512945.2314,534551.1875,76999.375,611550.5625,97037.13143,-9.92E-09
893,513941.0362,534551.1875,77469.1875,612020.375,96525.22828,-9.92E-09
894,514921.6997,534551.1875,77926.6875,612477.875,96017.24669,-9.92E-09
895,515886.1457,534551.1875,78370.9375,612922.125,95513.14009,-9.92E-09
896,516833.4862,534551.1875,78800.875,613352.0625,95012.86199,-9.92E-09
897,517762.7079,534551.1875,79215.4375,613766.625,94516.36582,-9.92E-09
898,518672.7907,534551.1875,79613.625,614164.8125,94023.60506,-9.92E-09
899,519562.7833,534551.1875,79994.4375,614545.625,93534.53315,-9.92E-09
900,520431.7362,534551.1875,80356.8125,614908,93049.10358,-9.92E-09
901,521278.6371,534551.1875,80699.6875,615250.875,92567.2698,-9.92E-09
902,522102.4634,534551.1875,81022.375,615573.5625,92089.00574,-9.92E-09
903,522902.5583,534551.1875,81325.25,615876.4375,91614.36725,-9.92E-09
904,523679.2407,534551.1875,81609.0625,616160.25,91143.43064,-9.92E-09
905,524433.1827,534551.1875,81874.5,616425.6875,90676.27221,-9.92E-09
906,525164.9952,534551.1875,82122.3125,616673.5,90212.96828,-6.61E-09
907,525875.3522,534551.1875,82353.25,616904.4375,89753.59517,-6.61E-09
908,526564.9242,534551.1875,82567.875,617119.0625,89298.22917,-6.61E-09
909,527234.1986,534551.1875,82767.0625,617318.25,88846.9466,-6.61E-09
910,527883.9735,534551.1875,82951.4375,617502.625,88399.82377,-6.61E-09
911,528514.7959,534551.1875,83121.75,617672.9375,87956.937,400000
912,129619.0795,534551.1875,83278.6875,617829.875,87518.36259,400000
913,130213.9604,534551.1875,83423.0625,617974.25,87084.17687,400000
914,130791.9081,534551.1875,83555.4375,618106.625,86654.45612,400000
915,131353.4082,534551.1875,83676.625,618227.8125,86229.27668,400000
916,131899.1961,534551.1875,83787.3125,618338.5,85808.71485,400000
917,132429.8824,534551.1875,83888.1875,618439.375,85392.84693,400000
918,132946.0776,534551.1875,83980,618531.1875,84981.74925,400000
919,133448.4546,534551.1875,84063.5,618614.6875,84575.49812,400000
920,133937.6861,534551.1875,84139.375,618690.5625,84174.16984,400000
921,134414.3834,534551.1875,84208.25,618759.4375,83777.84072,400000
922,134879.0943,534551.1875,84271,618822.1875,83386.58708,400000
923,135332.6163,534551.1875,84328.1875,618879.375,83000.48522,400000
924,135775.4355,534551.1875,84380.625,618931.8125,82619.61148,400000
925,136208.287,534551.1875,84429.0625,618980.25,82244.04213,400000
926,136631.8439,534551.1875,84474.0625,619025.25,81873.85351,400000
927,137046.5919,534551.1875,84516.4375,619067.625,81509.12192,400000
928,137453.2664,534551.1875,84556.9375,619108.125,81149.92367,400000
929,137852.5403,534551.1875,84596.1875,619147.375,80796.33508,400000
930,138244.9617,534551.1875,84635,619186.1875,80448.43246,400000
931,138631.266,534551.1875,84674,619225.1875,80106.29212,400000
932,139012.0015,534551.1875,84713.9375,619265.125,79769.99035,400000
933,139387.8409,534551.1875,84755.5,619306.6875,79439.60349,400000
934,139759.395,534551.1875,84799.5,619350.6875,79115.20785,400000
935,140127.3989,534551.1875,84846.5625,619397.75,78796.87973,400000
936,140492.4009,534551.1875,84897.375,619448.5625,78484.69543,400000
937,140855.0115,534551.1875,84952.75,619503.9375,78178.73128,400000
938,141215.9662,534551.1875,85013.375,619564.5625,77879.06359,400000
939,141575.8754,534551.1875,85079.875,619631.0625,77585.76866,400000
940,141935.2872,534551.1875,85153.0625,619704.25,77298.92282,400000
941,142294.9371,534551.1875,85233.625,619784.8125,77018.60235,400000
942,142655.4356,534551.1875,85322.3125,619873.5,76744.8836,400000
943,143017.4557,534551.1875,85419.75,619970.9375,76477.84285,400000
944,143381.5455,534551.1875,85526.6875,620077.875,76217.55642,400000
945,143748.3779,534551.1875,85643.875,620195.0625,75964.10064,400000
946,144118.6259,534551.1875,85772.0625,620323.25,75717.55178,400000
947,144492.9625,534551.1875,85911.875,620463.0625,75477.9862,400000
948,144871.9357,534551.1875,86064.0625,620615.25,75245.48018,400000
949,145256.2187,534551.1875,86229.3125,620780.5,75020.11003,400000
950,145646.4218,534551.1875,86408.375,620959.5625,74801.95207,400000
951,146043.2182,534551.1875,86602,621153.1875,74591.08262,400000
952,146447.2806,534551.1875,86810.8125,621362,74387.57797,400000
953,146859.1573,534551.1875,87035.5625,621586.75,74191.51446,400000
954,147279.5213,534551.1875,87277,621828.1875,74002.96837,400000
955,147709.0454,534551.1875,87535.875,622087.0625,73822.01603,400000
956,148148.4026,534551.1875,87812.75,622363.9375,73648.73374,400000
957,148598.0788,534551.1875,88108.5,622659.6875,73483.19783,400000
958,149058.8715,534551.1875,88423.75,622974.9375,73325.48459,400000
959,149531.3291,534551.1875,88759.1875,623310.375,73175.67034,400000
960,150016.0619,534551.1875,89115.625,623666.8125,73033.8314,400000
961,150513.8055,534551.1875,89493.75,624044.9375,72900.04406,400000
962,151025.1703,534551.1875,89894,624445.1875,72774.33851,400000
963,151550.5633,534551.1875,90315.8125,624867,72656.56035,400000
964,152089.577,534551.1875,90758.375,625309.5625,72546.50905,400000
965,152641.5995,534551.1875,91220.875,625772.0625,72443.98408,400000
966,153206.021,534551.1875,91702.5625,626253.75,72348.78492,400000
967,153782.2912,534551.1875,92202.625,626753.8125,72260.71101,400000
968,154369.7993,534551.1875,92720.1875,627271.375,72179.56185,400000
969,154967.8711,534551.1875,93254.5,627805.6875,72105.13688,400000
970,155575.9588,534551.1875,93804.75,628355.9375,72037.23559,400000
971,156193.45,534551.1875,94370.0625,628921.25,71975.65743,400000
972,156819.6714,534551.1875,94949.75,629500.9375,71920.20189,400000
973,157454.1365,534551.1875,95542.9375,630094.125,71870.66843,400000
974,158096.1715,534551.1875,96148.8125,630700,71826.85652,400000
975,158745.1652,534551.1875,96766.5625,631317.75,71788.56562,400000
976,159400.5061,534551.1875,97395.375,631946.5625,71755.59521,400000
977,160061.583,534551.1875,98034.5,632585.6875,71727.74474,400000
978,160727.8471,534551.1875,98683.125,633234.3125,71704.8137,400000
979,161398.6869,534551.1875,99340.375,633891.5625,71686.60155,400000
980,162073.4288,534551.1875,100005.4375,634556.625,71672.90776,400000
981,162751.4614,534551.1875,100677.625,635228.8125,71663.5318,400000
982,163432.2982,534551.1875,101356,635907.1875,71658.27313,400000
983,164115.2032,534551.1875,102039.875,636591.0625,71656.93123,400000
984,164799.6898,534551.1875,102728.3125,637279.5,71659.30556,400000
985,165485.0218,534551.1875,103420.625,637971.8125,71665.19559,400000
986,166170.7129,534551.1875,104115.875,638667.0625,71674.4008,400000
987,166856.0268,534551.1875,104813.4375,639364.625,71686.72064,400000
988,167540.5394,534551.1875,105512.3125,640063.5,71701.95459,400000
989,168223.4523,534551.1875,106211.8125,640763,71719.90211,400000
990,168904.2789,534551.1875,106911.125,641462.3125,71740.36268,400000
991,169582.4079,534551.1875,107609.375,642160.5625,71763.13577,400000
992,170257.1656,534551.1875,108305.8125,642857,71788.02084,400000
993,170928.0031,534551.1875,108999.625,643550.8125,71814.81736,400000
994,171594.309,534551.1875,109690,644241.1875,71843.3248,400000
995,172255.4723,534551.1875,110376.125,644927.3125,71873.34263,400000
996,172910.8811,534551.1875,111057.125,645608.3125,71904.67031,400000
997,173559.8622,534551.1875,111732.375,646283.5625,71937.10732,400000
998,174201.9914,534551.1875,112400.875,646952.0625,71970.45312,400000
999,174836.4699,534551.1875,113061.9375,647613.125,72004.50719,400000
1000,175462.8115,534551.1875,113714.6875,648265.875,72039.06899,400000
1001,176080.3423,534551.1875,114358.375,648909.5625,72073.93799,400000
1002,176688.5135,534551.1875,114992.125,649543.3125,72108.91365,400000
1003,177286.6514,534551.1875,115615.25,650166.4375,72143.79546,400000
1004,177874.2694,534551.1875,116226.8125,650778,72178.38286,400000
1005,178450.6315,534551.1875,116826.0625,651377.25,72212.47536,400000
1006,179015.1886,534551.1875,117412.1875,651963.375,72245.87238,400000
1007,179567.3295,534551.1875,117984.375,652535.5625,72278.37342,400000
1008,180106.443,534551.1875,118541.8125,653093,72309.77794,400000
1009,180631.9176,534551.1875,119083.6875,653634.875,72339.88541,400000
1010,181143.142,534551.1875,119609.25,654160.4375,72368.4953,400000
1011,181639.5674,534551.1875,120117.625,654668.8125,72395.40707,400000
1012,182120.5201,534551.1875,120608.0625,655159.25,72420.4202,400000
1013,182585.451,534551.1875,121079.6875,655630.875,72443.33415,400000
1014,183033.6866,534551.1875,121531.75,656082.9375,72463.9484,400000
1015,183464.6778,534551.1875,121963.4375,656514.625,72482.0624,400000
1016,183877.8135,534551.1875,122373.9375,656925.125,72497.47563,400000
1017,184272.4822,534551.1875,122762.4375,657313.625,72509.98757,400000
1018,184648.0726,534551.1875,123128.0625,657679.25,72519.39767,400000
1019,185003.9111,534551.1875,123470.125,658021.3125,72525.5054,400000
1020,185339.5112,534551.1875,123787.8125,658339,72528.11024,400000
1021,185654.2614,534551.1875,124080.1875,658631.375,72527.01166,400000
1022,185947.4258,534551.1875,124346.75,658897.9375,72522.08626,400000
1023,186218.628,534551.1875,124587.8125,659139,72513.51923,400000
1024,186467.995,534551.1875,124803.8125,659355,72501.57294,400000
1025,186695.7019,534551.1875,124995.1875,659546.375,72486.5097,400000
1026,186901.9237,534551.1875,125162.5,659713.6875,72468.59187,400000
1027,187086.96,534551.1875,125306.25,659857.4375,72448.08179,400000
1028,187251.0486,534551.1875,125426.9375,659978.125,72425.24179,400000
1029,187394.4265,534551.1875,125524.9375,660076.125,72400.33421,400000
1030,187517.2064,534551.1875,125600.875,660152.0625,72373.62141,400000
1031,187619.7508,534551.1875,125655.1875,660206.375,72345.36571,400000
1032,187702.2343,534551.1875,125688.3125,660239.5,72315.82946,400000
1033,187764.832,534551.1875,125700.8125,660252,72285.275,400000
1034,187807.8439,534551.1875,125693.1875,660244.375,72253.96467,400000
1035,187831.5072,534551.1875,125665.875,660217.0625,72222.16081,400000
1036,187835.9969,534551.1875,125619.375,660170.5625,72190.12576,400000
1037,187821.5505,534551.1875,125554.1875,660105.375,72158.12186,400000
1038,187788.4055,534551.1875,125470.75,660021.9375,72126.41146,400000
1039,187736.7366,534551.1875,125369.6875,659920.875,72095.25689,400000
1040,187666.9062,534551.1875,125251.3125,659802.5,72064.92049,400000
1041,187578.9645,534551.1875,125116.3125,659667.5,72035.6646,400000
1042,187473.336,534551.1875,124965,659516.1875,72007.75158,400000
1043,187350.071,534551.1875,124797.9375,659349.125,71981.44375,400000
1044,187209.4693,534551.1875,124615.625,659166.8125,71957.00345,400000
1045,187051.7681,534551.1875,124418.5625,658969.75,71934.69304,400000
1046,186877.2052,534551.1875,124207.1875,658758.375,71914.77484,400000
1047,186685.9553,534551.1875,123982.0625,658533.25,71897.5112,400000
1048,186478.3182,534551.1875,123743.625,658294.8125,71883.16447,400000
1049,186254.4691,534551.1875,123492.375,658043.5625,71871.99696,400000
1050,186014.6451,534551.1875,123228.75,657779.9375,71864.27105,400000
1051,185759.0215,534551.1875,122953.3125,657504.5,71860.24905,400000
1052,185487.8979,534551.1875,122666.5625,657217.75,71860.19331,400000
1053,185201.5117,534551.1875,122369,656920.1875,71864.36618,400000
1054,184900.1005,534551.1875,122061,656612.1875,71873.03,400000
1055,184583.7766,534551.1875,121743.125,656294.3125,71886.4471,400000
1056,184252.8402,534551.1875,121415.9375,655967.125,71904.87982,400000
1057,183907.5907,534551.1875,121079.8125,655631,71928.59051,400000
1058,183548.141,534551.1875,120735.25,655286.4375,71957.84151,400000
1059,183174.7283,534551.1875,120382.8125,654934,71992.89515,400000
1060,182787.6524,534551.1875,120022.9375,654574.125,72034.01378,400000
1061,182387.0884,534551.1875,119656.1875,654207.375,72081.45975,400000
1062,181973.3361,534551.1875,119282.9375,653834.125,72135.49538,400000
1063,181546.5081,534551.1875,118903.75,653454.9375,72196.38302,400000
1064,181106.9038,534551.1875,118519.0625,653070.25,72264.38502,400000
1065,180654.6993,534551.1875,118129.4375,652680.625,72339.7637,400000
1066,180190.1932,534551.1875,117735.3125,652286.5,72422.78142,400000
1067,179713.5611,534551.1875,117337.1875,651888.375,72513.70051,400000
1068,179225.0402,534551.1875,116935.5625,651486.75,72612.78331,400000
1069,178724.868,534551.1875,116530.9375,651082.125,72720.29217,400000
1070,178213.2819,534551.1875,116123.75,650674.9375,72836.48942,400000
1071,177690.4568,534551.1875,115714.5625,650265.75,72961.63742,400000
1072,177156.6926,534551.1875,115303.8125,649855,73095.99848,400000
1073,176612.1643,534551.1875,114892,649443.1875,73239.83497,400000
1074,176057.1092,534551.1875,114479.625,649030.8125,73393.40922,400000
1075,175491.7648,534551.1875,114067.1875,648618.375,73556.98355,400000
1076,174916.3685,534551.1875,113655.1875,648206.375,73730.82034,400000
1077,174331.1577,534551.1875,113244.0625,647795.25,73915.1819,400000
1078,173736.3073,534551.1875,112834.3125,647385.5,74110.33058,400000
1079,173132.0548,534551.1875,112426.5,646977.6875,74316.52872,400000
1080,172518.7,534551.1875,112021,646572.1875,74534.03867,400000
1081,171896.3555,534551.1875,111618.375,646169.5625,74763.12277,400000
1082,171265.321,534551.1875,111219.0625,645770.25,75003.92937,400000
1083,170625.8854,534551.1875,110823.0625,645374.25,75256.15101,400000
1084,169978.3558,534551.1875,110430.5625,644981.75,75519.36623,400000
1085,169323.3406,534551.1875,110041.4375,644592.625,75793.15356,400000
1086,168661.1358,534551.1875,109655.8125,644207,76077.09157,-183333.3333
1087,750649.4331,534551.1875,109273.75,643824.9375,76370.75877,-183333.3333
1088,749974.4339,534551.1875,108895.1875,643446.375,76673.73376,-183333.3333
1089,749293.6332,534551.1875,108520.1875,643071.375,76985.59503,-183333.3333
1090,748607.5143,534551.1875,108148.8125,642700,77305.92116,-183333.3333
1091,747916.5607,534551.1875,107781.125,642332.3125,77634.2907,-400000
1092,963704.0833,534551.1875,107417.0625,641968.25,77970.28216,-400000
1093,963004.7892,534551.1875,107056.6875,641607.875,78313.47412,-400000
1094,962301.986,534551.1875,106700.0625,641251.25,78663.44512,-400000
1095,961596.1568,534551.1875,106347.25,640898.4375,79019.77369,-400000
1096,960887.7853,534551.1875,105998.1875,640549.375,79382.03838,376724.367
1097,184280.7468,534551.1875,105653,640204.1875,79749.81776,376724.367
1098,183568.5402,534551.1875,105311.625,639862.8125,80122.69035,376724.367
1099,182855.0542,534551.1875,104974.1875,639525.375,80500.2347,376724.367
1100,182140.8345,534551.1875,104640.6875,639191.875,80882.02937,376724.367
1101,181426.3023,534551.1875,104311.125,638862.3125,81267.65289,384377.3247
1102,173069.4043,534551.1875,103985.5625,638536.75,81656.6838,384377.3247
1103,172355.5723,534551.1875,103664,638215.1875,82048.70067,384377.3247
1104,171642.7531,534551.1875,103346.5,637897.6875,82443.28203,384377.3247
1105,170931.4303,534551.1875,103033.125,637584.3125,82840.00643,384377.3247
1106,170222.0873,534551.1875,102723.875,637275.0625,83238.45242,400000
1107,153914.0098,534551.1875,102418.75,636969.9375,83638.19854,400000
1108,153209.8889,534551.1875,102117.8125,636669,84038.82333,400000
1109,152509.0735,534551.1875,101821.0625,636372.25,84439.90534,400000
1110,151811.9842,534551.1875,101528.625,636079.8125,84841.02312,400000
1111,151119.167,534551.1875,101240.4375,635791.625,85241.75522,400000
1112,150430.9805,534551.1875,100956.5625,635507.75,85641.68018,400000
1113,149747.9081,534551.1875,100677,635228.1875,86040.37654,400000
1114,149070.3707,534551.1875,100401.875,634953.0625,86437.42286,400000
1115,148398.9144,534551.1875,100131.125,634682.3125,86832.39768,400000
1116,147733.8976,534551.1875,99864.8125,634416,87224.87953,400000
1117,147075.8038,534551.1875,99603,634154.1875,87614.44698,400000
1118,146425.1158,534551.1875,99345.6875,633896.875,88000.67856,400000
1119,145782.2555,534551.1875,99092.875,633644.0625,88383.15282,400000
1120,145147.6447,534551.1875,98844.6875,633395.875,88761.44831,400000
1121,144521.8273,534551.1875,98601.0625,633152.25,89135.14357,400000
1122,143905.1626,534551.1875,98362.125,632913.3125,89503.81716,400000
1123,143298.1966,534551.1875,98127.8125,632679,89867.04761,400000
1124,142701.2894,534551.1875,97898.1875,632449.375,90224.41347,400000
1125,142114.9217,534551.1875,97673.3125,632224.5,90575.49328,400000
1126,141539.5779,534551.1875,97453.1875,632004.375,90919.8656,400000
1127,140975.6793,534551.1875,97237.875,631789.0625,91257.10896,400000
1128,140423.7113,534551.1875,97027.375,631578.5625,91586.80193,400000
1129,139884.0913,534551.1875,96821.6875,631372.875,91908.52302,400000
1130,139357.2414,534551.1875,96620.9375,631172.125,92221.85081,400000
1131,138843.7083,534551.1875,96425.125,630976.3125,92526.36383,400000
1132,138343.9151,534551.1875,96234.25,630785.4375,92821.64063,400000
1133,137858.2782,534551.1875,96048.375,630599.5625,93107.25975,400000
1134,137387.2828,534551.1875,95867.5,630418.6875,93382.79974,400000
1135,136931.3506,534551.1875,95691.6875,630242.875,93647.83914,400000
1136,136490.9678,534551.1875,95520.9375,630072.125,93901.95651,400000
1137,136066.5497,534551.1875,95355.3125,629906.5,94144.73038,400000
1138,135658.5818,534551.1875,95194.875,629746.0625,94375.7393,400000
1139,135267.5486,534551.1875,95039.5625,629590.75,94594.56183,400000
1140,134893.8118,534551.1875,94889.4375,629440.625,94800.7765,400000
1141,134537.8479,534551.1875,94744.625,629295.8125,94993.96186,267317.6115
1142,266705.7291,534551.1875,94605,629156.1875,95173.84386,267317.6115
1143,266386.5603,534551.1875,94470.3125,629021.5,95340.73811,267317.6115
1144,266085.2976,534551.1875,94340.3125,628891.5,95495.10762,267317.6115
1145,265801.2289,534551.1875,94214.5625,628765.75,95637.41538,267317.6115
1146,265533.4547,534551.1875,94092.8125,628644,95768.12439,0
1147,532283.9645,534551.1875,93974.75,628525.9375,95887.69768,0
1148,532046.5815,534551.1875,93860.0625,628411.25,95996.59824,0
1149,531823.2313,534551.1875,93748.375,628299.5625,96095.28908,0
1150,531613.0768,534551.1875,93639.375,628190.5625,96184.23321,0
1151,531415.3433,534551.1875,93532.75,628083.9375,96263.89364,0
1152,531229.256,534551.1875,93428.25,627979.4375,96334.73337,0
1153,531054.1029,534551.1875,93325.5,627876.6875,96397.2154,0
1154,530889.0467,534551.1875,93224.125,627775.3125,96451.80274,0
1155,530733.2503,534551.1875,93123.875,627675.0625,96498.95842,0
1156,530586.0016,534551.1875,93024.375,627575.5625,96539.14541,0
1157,530446.4634,534551.1875,92925.375,627476.5625,96572.82674,0
1158,530313.9235,534551.1875,92826.5,627377.6875,96600.4654,0
1159,530187.5447,534551.1875,92727.5,627278.6875,96622.52441,0
1160,530066.6148,534551.1875,92627.9375,627179.125,96639.46678,0
1161,529950.2344,534551.1875,92527.5625,627078.75,96651.7555,0
1162,529837.691,534551.1875,92426.0625,626977.25,96659.8536,0
1163,529728.2102,534551.1875,92323.0625,626874.25,96664.22406,0
1164,529620.9547,534551.1875,92218.3125,626769.5,96665.3299,0
1165,529515.2123,534551.1875,92111.4375,626662.625,96663.63412,0
1166,529410.146,534551.1875,92002.1875,626553.375,96659.59973,0
1167,529305.0434,534551.1875,91890.125,626441.3125,96653.68975,0
1168,529199.0051,534551.1875,91775.0625,626326.25,96646.36716,0
1169,529091.3812,534551.1875,91656.5625,626207.75,96638.09499,0
1170,528981.2722,534551.1875,91534.375,626085.5625,96629.33624,0
1171,528867.9659,534551.1875,91408.125,625959.3125,96620.55389,0
1172,528750.6251,534551.1875,91277.5625,625828.75,96612.21099,0
1173,528628.5375,534551.1875,91142.3125,625693.5,96604.77053,0
1174,528500.8663,534551.1875,91002.0625,625553.25,96598.6955,0
1175,528366.8365,534551.1875,90856.5,625407.6875,96594.44893,0
1176,528225.6736,534551.1875,90705.3125,625256.5,96592.49381,0
1177,528076.6028,534551.1875,90548.125,625099.3125,96593.29315,0
1178,527918.7872,534551.1875,90384.75,624935.9375,96597.30996,0
