X_Value,Base,Z1_Value,Variation,Y_Value,Z_Value
867,534551.1875,-43781.86328,64291.9375,598843.125,490769.3242
868,534551.1875,-43830.04297,64732.625,599283.8125,490721.1445
869,534551.1875,-43870.95313,65186.875,599738.0625,490680.2344
870,534551.1875,-43904.57813,65653.625,600204.8125,490646.6094
871,534551.1875,-43930.90625,66131.8125,600683,490620.2813
872,534551.1875,-43949.92188,66620.5,601171.6875,490601.2656
873,534551.1875,-43961.61719,67118.625,601669.8125,490589.5703
874,534551.1875,-43965.97266,67625.0625,602176.25,490585.2148
875,534551.1875,-43962.97656,68138.875,602690.0625,490588.2109
876,534551.1875,-43952.61719,68659.0625,603210.25,490598.5703
877,534551.1875,-43934.88281,69184.5,603735.6875,490616.3047
878,534551.1875,-43909.75391,69714.1875,604265.375,490641.4336
879,534551.1875,-43877.22656,70247.125,604798.3125,490673.9609
880,534551.1875,-43837.27734,70782.25,605333.4375,490713.9102
881,534551.1875,-43789.89844,71318.5625,605869.75,490761.2891
882,534551.1875,-43735.07422,71854.9375,606406.125,490816.1133
883,534551.1875,-43672.79297,72390.4375,606941.625,490878.3945
884,534551.1875,-43603.03906,72924.0625,607475.25,490948.1484
885,534551.1875,-43525.80078,73454.6875,608005.875,491025.3867
886,534551.1875,-43441.06641,73981.3125,608532.5,491110.1211
887,534551.1875,-43348.82031,74502.875,609054.0625,491202.3672
888,534551.1875,-43249.04688,75018.4375,609569.625,491302.1406
889,534551.1875,-43141.73828,75526.875,610078.0625,491409.4492
890,534551.1875,-43026.87891,76027.25,610578.4375,491524.3086
891,534551.1875,-42904.45313,76518.375,611069.5625,491646.7344
892,534551.1875,-42774.44922,76999.375,611550.5625,491776.7383
893,534551.1875,-42636.85547,77469.1875,612020.375,491914.332
894,534551.1875,-42491.65234,77926.6875,612477.875,492059.5352
895,534551.1875,-42338.83594,78370.9375,612922.125,492212.3516
896,534551.1875,-42178.38281,78800.875,613352.0625,492372.8047
897,534551.1875,-42010.28906,79215.4375,613766.625,492540.8984
898,534551.1875,-41834.53516,79613.625,614164.8125,492716.6523
899,534551.1875,-41651.10938,79994.4375,614545.625,492900.0781
900,534551.1875,-41459.99609,80356.8125,614908,493091.1914
901,534551.1875,-41261.1875,80699.6875,615250.875,493290
902,534551.1875,-41054.67188,81022.375,615573.5625,493496.5156
903,534551.1875,-40840.46094,81325.25,615876.4375,493710.7266
904,534551.1875,-40618.57813,81609.0625,616160.25,493932.6094
905,534551.1875,-40389.03906,81874.5,616425.6875,494162.1484
906,534551.1875,-40151.86719,82122.3125,616673.5,494399.3203
907,534551.1875,-39907.07813,82353.25,616904.4375,494644.1094
908,534551.1875,-39654.69141,82567.875,617119.0625,494896.4961
909,534551.1875,-39394.73047,82767.0625,617318.25,495156.457
910,534551.1875,-39127.20703,82951.4375,617502.625,495423.9805
911,534551.1875,-38852.14453,83121.75,617672.9375,495699.043
912,534551.1875,-38569.56641,83278.6875,617829.875,495981.6211
913,534551.1875,-38279.48438,83423.0625,617974.25,496271.7031
914,534551.1875,-37981.91797,83555.4375,618106.625,496569.2695
915,534551.1875,-37676.89453,83676.625,618227.8125,496874.293
916,534551.1875,-37364.42578,83787.3125,618338.5,497186.7617
917,534551.1875,-37044.53125,83888.1875,618439.375,497506.6563
918,534551.1875,-36717.23438,83980,618531.1875,497833.9531
919,534551.1875,-36382.55078,84063.5,618614.6875,498168.6367
920,534551.1875,-36040.50391,84139.375,618690.5625,498510.6836
921,534551.1875,-35691.10547,84208.25,618759.4375,498860.082
922,534551.1875,-35334.38281,84271,618822.1875,499216.8047
923,534551.1875,-34970.34766,84328.1875,618879.375,499580.8398
924,534551.1875,-34599.02734,84380.625,618931.8125,499952.1602
925,534551.1875,-34220.43359,84429.0625,618980.25,500330.7539
926,534551.1875,-33834.58984,84474.0625,619025.25,500716.5977
927,534551.1875,-33441.51563,84516.4375,619067.625,501109.6719
928,534551.1875,-33041.22656,84556.9375,619108.125,501509.9609
929,534551.1875,-32633.74609,84596.1875,619147.375,501917.4414
930,534551.1875,-32219.08984,84635,619186.1875,502332.0977
931,534551.1875,-31797.2793,84674,619225.1875,502753.9082
932,534551.1875,-31368.33398,84713.9375,619265.125,503182.8535
933,534551.1875,-30932.27148,84755.5,619306.6875,503618.916
934,534551.1875,-30489.10938,84799.5,619350.6875,504062.0781
935,534551.1875,-30038.87109,84846.5625,619397.75,504512.3164
936,534551.1875,-29581.57422,84897.375,619448.5625,504969.6133
937,534551.1875,-29117.23828,84952.75,619503.9375,505433.9492
938,534551.1875,-28645.88086,85013.375,619564.5625,505905.3066
939,534551.1875,-28167.52148,85079.875,619631.0625,506383.666
940,534551.1875,-27682.18164,85153.0625,619704.25,506869.0059
941,534551.1875,-27189.87695,85233.625,619784.8125,507361.3106
942,534551.1875,-26690.62891,85322.3125,619873.5,507860.5586
943,534551.1875,-26184.45898,85419.75,619970.9375,508366.7285
944,534551.1875,-25671.38086,85526.6875,620077.875,508879.8066
945,534551.1875,-25151.41797,85643.875,620195.0625,509399.7695
946,534551.1875,-24624.58789,85772.0625,620323.25,509926.5996
947,534551.1875,-24090.91016,85911.875,620463.0625,510460.2773
948,534551.1875,-23550.4043,86064.0625,620615.25,511000.7832
949,534551.1875,-23003.08984,86229.3125,620780.5,511548.0977
950,534551.1875,-22448.98438,86408.375,620959.5625,512102.2031
951,534551.1875,-21888.10938,86602,621153.1875,512663.0781
952,534551.1875,-21320.48242,86810.8125,621362,513230.7051
953,534551.1875,-20746.12305,87035.5625,621586.75,513805.0645
954,534551.1875,-20165.05078,87277,621828.1875,514386.1367
955,534551.1875,-19577.2832,87535.875,622087.0625,514973.9043
956,534551.1875,-18982.8418,87812.75,622363.9375,515568.3457
957,534551.1875,-18381.74609,88108.5,622659.6875,516169.4414
958,534551.1875,-17774.01172,88423.75,622974.9375,516777.1758
959,534551.1875,-17159.66211,88759.1875,623310.375,517391.5254
960,534551.1875,-16538.71484,89115.625,623666.8125,518012.4727
961,534551.1875,-15911.1875,89493.75,624044.9375,518640
962,534551.1875,-15277.16309,89894,624445.1875,519274.0244
963,534551.1875,-14636.97168,90315.8125,624867,519914.2158
964,534551.1875,-13991.00293,90758.375,625309.5625,520560.1846
965,534551.1875,-13339.65039,91220.875,625772.0625,521211.5371
966,534551.1875,-12683.30371,91702.5625,626253.75,521867.8838
967,534551.1875,-12022.35645,92202.625,626753.8125,522528.8311
968,534551.1875,-11357.19824,92720.1875,627271.375,523193.9893
969,534551.1875,-10688.2207,93254.5,627805.6875,523862.9668
970,534551.1875,-10015.81738,93804.75,628355.9375,524535.3701
971,534551.1875,-9340.37793,94370.0625,628921.25,525210.8096
972,534551.1875,-8662.293945,94949.75,629500.9375,525888.8936
973,534551.1875,-7981.958496,95542.9375,630094.125,526569.229
974,534551.1875,-7299.761719,96148.8125,630700,527251.4258
975,534551.1875,-6616.095703,96766.5625,631317.75,527935.0918
976,534551.1875,-5931.351563,97395.375,631946.5625,528619.8359
977,534551.1875,-5245.921387,98034.5,632585.6875,529305.2661
978,534551.1875,-4560.196289,98683.125,633234.3125,529990.9912
979,534551.1875,-3874.567871,99340.375,633891.5625,530676.6196
980,534551.1875,-3189.427979,100005.4375,634556.625,531361.7595
981,534551.1875,-2505.167969,100677.625,635228.8125,532046.0195
982,534551.1875,-1822.179321,101356,635907.1875,532729.0082
983,534551.1875,-1140.85376,102039.875,636591.0625,533410.3337
984,534551.1875,-461.5826416,102728.3125,637279.5,534089.6049
985,534551.1875,215.2423859,103420.625,637971.8125,534766.4299
986,534551.1875,889.2298584,104115.875,638667.0625,535440.4174
987,534551.1875,1559.988159,104813.4375,639364.625,536111.1757
988,534551.1875,2227.125732,105512.3125,640063.5,536778.3132
989,534551.1875,2890.251221,106211.8125,640763,537441.4387
990,534551.1875,3548.972656,106911.125,641462.3125,538100.1602
991,534551.1875,4202.898926,107609.375,642160.5625,538754.0864
992,534551.1875,4851.638672,108305.8125,642857,539402.8262
993,534551.1875,5494.799316,108999.625,643550.8125,540045.9868
994,534551.1875,6131.990723,109690,644241.1875,540683.1782
995,534551.1875,6762.820313,110376.125,644927.3125,541314.0078
996,534551.1875,7386.896973,111057.125,645608.3125,541938.0845
997,534551.1875,8003.828613,111732.375,646283.5625,542555.0161
998,534551.1875,8613.224609,112400.875,646952.0625,543164.4121
999,534551.1875,9214.692383,113061.9375,647613.125,543765.8799
1000,534551.1875,9807.841797,113714.6875,648265.875,544359.0293
1001,534551.1875,10392.28027,114358.375,648909.5625,544943.4678
1002,534551.1875,10967.61621,114992.125,649543.3125,545518.8037
1003,534551.1875,11533.45801,115615.25,650166.4375,546084.6455
1004,534551.1875,12089.41504,116226.8125,650778,546640.6025
1005,534551.1875,12635.09473,116826.0625,651377.25,547186.2822
1006,534551.1875,13170.10645,117412.1875,651963.375,547721.294
1007,534551.1875,13694.05762,117984.375,652535.5625,548245.2451
1008,534551.1875,14206.55762,118541.8125,653093,548757.7451
1009,534551.1875,14707.21387,119083.6875,653634.875,549258.4014
1010,534551.1875,15195.63672,119609.25,654160.4375,549746.8242
1011,534551.1875,15671.43262,120117.625,654668.8125,550222.6201
1012,534551.1875,16134.21094,120608.0625,655159.25,550685.3984
1013,534551.1875,16583.58008,121079.6875,655630.875,551134.7676
1014,534551.1875,17019.14844,121531.75,656082.9375,551570.3359
1015,534551.1875,17440.52344,121963.4375,656514.625,551991.7109
1016,534551.1875,17847.31445,122373.9375,656925.125,552398.502
1017,534551.1875,18239.13086,122762.4375,657313.625,552790.3184
1018,534551.1875,18615.58203,123128.0625,657679.25,553166.7695
1019,534551.1875,18976.27148,123470.125,658021.3125,553527.459
1020,534551.1875,19320.8125,123787.8125,658339,553872
1021,534551.1875,19648.8125,124080.1875,658631.375,554200
1022,534551.1875,19959.97852,124346.75,658897.9375,554511.166
1023,534551.1875,20254.42383,124587.8125,659139,554805.6113
1024,534551.1875,20532.35938,124803.8125,659355,555083.5469
1025,534551.1875,20793.99805,124995.1875,659546.375,555345.1856
1026,534551.1875,21039.55078,125162.5,659713.6875,555590.7383
1027,534551.1875,21269.22852,125306.25,659857.4375,555820.416
1028,534551.1875,21483.24219,125426.9375,659978.125,556034.4297
1029,534551.1875,21681.80664,125524.9375,660076.125,556232.9941
1030,534551.1875,21865.13281,125600.875,660152.0625,556416.3203
1031,534551.1875,22033.42969,125655.1875,660206.375,556584.6172
1032,534551.1875,22186.91211,125688.3125,660239.5,556738.0996
1033,534551.1875,22325.79102,125700.8125,660252,556876.9785
1034,534551.1875,22450.2793,125693.1875,660244.375,557001.4668
1035,534551.1875,22560.58594,125665.875,660217.0625,557111.7734
1036,534551.1875,22656.92383,125619.375,660170.5625,557208.1113
1037,534551.1875,22739.50781,125554.1875,660105.375,557290.6953
1038,534551.1875,22808.54492,125470.75,660021.9375,557359.7324
1039,534551.1875,22864.24805,125369.6875,659920.875,557415.4356
1040,534551.1875,22906.83203,125251.3125,659802.5,557458.0195
1041,534551.1875,22936.50586,125116.3125,659667.5,557487.6934
1042,534551.1875,22953.48047,124965,659516.1875,557504.668
1043,534551.1875,22957.9707,124797.9375,659349.125,557509.1582
1044,534551.1875,22950.18555,124615.625,659166.8125,557501.3731
1045,534551.1875,22930.33984,124418.5625,658969.75,557481.5273
1046,534551.1875,22898.64258,124207.1875,658758.375,557449.8301
1047,534551.1875,22855.30664,123982.0625,658533.25,557406.4941
1048,534551.1875,22800.54297,123743.625,658294.8125,557351.7305
1049,534551.1875,22734.56445,123492.375,658043.5625,557285.752
1050,534551.1875,22657.58203,123228.75,657779.9375,557208.7695
1051,534551.1875,22569.80859,122953.3125,657504.5,557120.9961
1052,534551.1875,22471.45508,122666.5625,657217.75,557022.6426
1053,534551.1875,22362.73242,122369,656920.1875,556913.9199
1054,534551.1875,22243.85352,122061,656612.1875,556795.041
1055,534551.1875,22115.03125,121743.125,656294.3125,556666.2188
1056,534551.1875,21976.47461,121415.9375,655967.125,556527.6621
1057,534551.1875,21828.39844,121079.8125,655631,556379.5859
1058,534551.1875,21671.01172,120735.25,655286.4375,556222.1992
1059,534551.1875,21504.52734,120382.8125,654934,556055.7148
1060,534551.1875,21329.15625,120022.9375,654574.125,555880.3438
1061,534551.1875,21145.11328,119656.1875,654207.375,555696.3008
1062,534551.1875,20952.60742,119282.9375,653834.125,555503.7949
1063,534551.1875,20751.84961,118903.75,653454.9375,555303.0371
1064,534551.1875,20543.05469,118519.0625,653070.25,555094.2422
1065,534551.1875,20326.43164,118129.4375,652680.625,554877.6191
1066,534551.1875,20102.19531,117735.3125,652286.5,554653.3828
1067,534551.1875,19870.55273,117337.1875,651888.375,554421.7402
1068,534551.1875,19631.7207,116935.5625,651486.75,554182.9082
1069,534551.1875,19385.9082,116530.9375,651082.125,553937.0957
1070,534551.1875,19133.32813,116123.75,650674.9375,553684.5156
1071,534551.1875,18874.19141,115714.5625,650265.75,553425.3789
1072,534551.1875,18608.70898,115303.8125,649855,553159.8965
1073,534551.1875,18337.09375,114892,649443.1875,552888.2813
1074,534551.1875,18059.55859,114479.625,649030.8125,552610.7461
1075,534551.1875,17776.31445,114067.1875,648618.375,552327.502
1076,534551.1875,17487.57227,113655.1875,648206.375,552038.7598
1077,534551.1875,17193.54492,113244.0625,647795.25,551744.7324
1078,534551.1875,16894.44336,112834.3125,647385.5,551445.6309
1079,534551.1875,16590.47852,112426.5,646977.6875,551141.666
1080,534551.1875,16281.86523,112021,646572.1875,550833.0527
1081,534551.1875,15968.8125,111618.375,646169.5625,550520
1082,534551.1875,15651.50195,111219.0625,645770.25,550202.6895
1083,534551.1875,15329.9873,110823.0625,645374.25,549881.1748
1084,534551.1875,15004.29492,110430.5625,644981.75,549555.4824
1085,534551.1875,14674.44629,110041.4375,644592.625,549225.6338
1086,534551.1875,14340.46777,109655.8125,644207,548891.6553
1087,534551.1875,14002.38086,109273.75,643824.9375,548553.5684
1088,534551.1875,13660.21094,108895.1875,643446.375,548211.3984
1089,534551.1875,13313.98145,108520.1875,643071.375,547865.169
1090,534551.1875,12963.71582,108148.8125,642700,547514.9033
1091,534551.1875,12609.43945,107781.125,642332.3125,547160.627
1092,534551.1875,12251.1748,107417.0625,641968.25,546802.3623
1093,534551.1875,11888.94531,107056.6875,641607.875,546440.1328
1094,534551.1875,11522.77734,106700.0625,641251.25,546073.9648
1095,534551.1875,11152.69238,106347.25,640898.4375,545703.8799
1096,534551.1875,10778.71484,105998.1875,640549.375,545329.9023
1097,534551.1875,10400.86914,105653,640204.1875,544952.0566
1098,534551.1875,10019.17969,105311.625,639862.8125,544570.3672
1099,534551.1875,9633.668945,104974.1875,639525.375,544184.8564
1100,534551.1875,9244.362305,104640.6875,639191.875,543795.5498
1101,534551.1875,8851.282227,104311.125,638862.3125,543402.4697
1102,534551.1875,8454.453125,103985.5625,638536.75,543005.6406
1103,534551.1875,8053.899902,103664,638215.1875,542605.0874
1104,534551.1875,7649.645508,103346.5,637897.6875,542200.833
1105,534551.1875,7241.713379,103033.125,637584.3125,541792.9009
1106,534551.1875,6830.128418,102723.875,637275.0625,541381.3159
1107,534551.1875,6414.914063,102418.75,636969.9375,540966.1016
1108,534551.1875,5996.094238,102117.8125,636669,540547.2817
1109,534551.1875,5573.692871,101821.0625,636372.25,540124.8804
1110,534551.1875,5147.733887,101528.625,636079.8125,539698.9214
1111,534551.1875,4718.241211,101240.4375,635791.625,539269.4287
1112,534551.1875,4285.23877,100956.5625,635507.75,538836.4263
1113,534551.1875,3848.750244,100677,635228.1875,538399.9377
1114,534551.1875,3408.799561,100401.875,634953.0625,537959.9871
1115,534551.1875,2965.410889,100131.125,634682.3125,537516.5984
1116,534551.1875,2518.608154,99864.8125,634416,537069.7957
1117,534551.1875,2068.414795,99603,634154.1875,536619.6023
1118,534551.1875,1614.855103,99345.6875,633896.875,536166.0426
1119,534551.1875,1157.952759,99092.875,633644.0625,535709.1403
1120,534551.1875,697.7318726,98844.6875,633395.875,535248.9194
1121,534551.1875,234.2162323,98601.0625,633152.25,534785.4037
1122,534551.1875,-232.5702667,98362.125,632913.3125,534318.6172
1123,534551.1875,-702.6036987,98127.8125,632679,533848.5838
1124,534551.1875,-1175.860229,97898.1875,632449.375,533375.3273
1125,534551.1875,-1652.315796,97673.3125,632224.5,532898.8717
1126,534551.1875,-2131.946777,97453.1875,632004.375,532419.2407
1127,534551.1875,-2614.729004,97237.875,631789.0625,531936.4585
1128,534551.1875,-3100.638672,97027.375,631578.5625,531450.5488
1129,534551.1875,-3589.651855,96821.6875,631372.875,530961.5356
1130,534551.1875,-4081.744629,96620.9375,631172.125,530469.4429
1131,534551.1875,-4576.893066,96425.125,630976.3125,529974.2944
1132,534551.1875,-5075.07373,96234.25,630785.4375,529476.1138
1133,534551.1875,-5576.262207,96048.375,630599.5625,528974.9253
1134,534551.1875,-6080.43457,95867.5,630418.6875,528470.7529
1135,534551.1875,-6587.567383,95691.6875,630242.875,527963.6201
1136,534551.1875,-7097.63623,95520.9375,630072.125,527453.5513
1137,534551.1875,-7610.617188,95355.3125,629906.5,526940.5703
1138,534551.1875,-8126.486816,95194.875,629746.0625,526424.7007
1139,534551.1875,-8645.220703,95039.5625,629590.75,525905.9668
1140,534551.1875,-9166.795898,94889.4375,629440.625,525384.3916
1141,534551.1875,-9691.1875,94744.625,629295.8125,524860
1142,534551.1875,-10218.35742,94605,629156.1875,524332.8301
1143,534551.1875,-10748.20605,94470.3125,629021.5,523802.9815
1144,534551.1875,-11280.62207,94340.3125,628891.5,523270.5654
1145,534551.1875,-11815.49121,94214.5625,628765.75,522735.6963
1146,534551.1875,-12352.7002,94092.8125,628644,522198.4873
1147,534551.1875,-12892.13574,93974.75,628525.9375,521659.0518
1148,534551.1875,-13433.68555,93860.0625,628411.25,521117.502
1149,534551.1875,-13977.23633,93748.375,628299.5625,520573.9512
1150,534551.1875,-14522.67383,93639.375,628190.5625,520028.5137
1151,534551.1875,-15069.88574,93532.75,628083.9375,519481.3018
1152,534551.1875,-15618.75879,93428.25,627979.4375,518932.4287
1153,534551.1875,-16169.17969,93325.5,627876.6875,518382.0078
1154,534551.1875,-16721.03516,93224.125,627775.3125,517830.1523
1155,534551.1875,-17274.21094,93123.875,627675.0625,517276.9766
1156,534551.1875,-17828.59766,93024.375,627575.5625,516722.5898
1157,534551.1875,-18384.07617,92925.375,627476.5625,516167.1113
1158,534551.1875,-18940.53906,92826.5,627377.6875,515610.6484
1159,534551.1875,-19497.86914,92727.5,627278.6875,515053.3184
1160,534551.1875,-20055.95508,92627.9375,627179.125,514495.2324
1161,534551.1875,-20614.68555,92527.5625,627078.75,513936.502
1162,534551.1875,-21173.94141,92426.0625,626977.25,513377.2461
1163,534551.1875,-21733.61523,92323.0625,626874.25,512817.5723
1164,534551.1875,-22293.5918,92218.3125,626769.5,512257.5957
1165,534551.1875,-22853.75781,92111.4375,626662.625,511697.4297
1166,534551.1875,-23414.00195,92002.1875,626553.375,511137.1856
1167,534551.1875,-23974.20703,91890.125,626441.3125,510576.9805
1168,534551.1875,-24534.26367,91775.0625,626326.25,510016.9238
1169,534551.1875,-25094.05469,91656.5625,626207.75,509457.1328
1170,534551.1875,-25653.47266,91534.375,626085.5625,508897.7148
1171,534551.1875,-26212.39844,91408.125,625959.3125,508338.7891
1172,534551.1875,-26770.72266,91277.5625,625828.75,507780.4648
1173,534551.1875,-27328.33203,91142.3125,625693.5,507222.8555
1174,534551.1875,-27885.11133,91002.0625,625553.25,506666.0762
1175,534551.1875,-28440.94727,90856.5,625407.6875,506110.2402
1176,534551.1875,-28995.72852,90705.3125,625256.5,505555.459
1177,534551.1875,-29549.3418,90548.125,625099.3125,505001.8457
1178,534551.1875,-30101.67383,90384.75,624935.9375,504449.5137
1179,534551.1875,-30652.60938,90214.6875,624765.875,503898.5781
1180,534551.1875,-31202.03711,90037.75,624588.9375,503349.1504
1181,534551.1875,-31749.84375,89853.625,624404.8125,502801.3438
1182,534551.1875,-32295.91602,89661.875,624213.0625,502255.2715
1183,534551.1875,-32840.14063,89462.25,624013.4375,501711.0469
1184,534551.1875,-33382.40234,89254.4375,623805.625,501168.7852
1185,534551.1875,-33922.59375,89038.125,623589.3125,500628.5938
1186,534551.1875,-34460.59375,88812.9375,623364.125,500090.5938
1187,534551.1875,-34996.29688,88578.5625,623129.75,499554.8906
1188,534551.1875,-35529.58594,88334.75,622885.9375,499021.6016
1189,534551.1875,-36060.34766,88081.125,622632.3125,498490.8398
1190,534551.1875,-36588.46875,87817.375,622368.5625,497962.7188
1191,534551.1875,-37113.83594,87543.1875,622094.375,497437.3516
1192,534551.1875,-37636.33594,87258.1875,621809.375,496914.8516
1193,534551.1875,-38155.85938,86962.125,621513.3125,496395.3281
1194,534551.1875,-38672.28906,86654.625,621205.8125,495878.8984
1195,534551.1875,-39185.51172,86335.4375,620886.625,495365.6758
1196,534551.1875,-39695.41406,86004.1875,620555.375,494855.7734
1197,534551.1875,-40201.88672,85660.5625,620211.75,494349.3008
1198,534551.1875,-40704.8125,85304.25,619855.4375,493846.375
1199,534551.1875,-41204.08203,84934.9375,619486.125,493347.1055
1200,534551.1875,-41699.57813,84552.25,619103.4375,492851.6094
1201,534551.1875,-42191.1875,84155.9375,618707.125,492360
1202,534551.1875,-42678.80469,83745.75,618296.9375,491872.3828
1203,534551.1875,-43162.34375,83321.875,617873.0625,491388.8438
1204,534551.1875,-43641.72266,82884.6875,617435.875,490909.4648
1205,534551.1875,-44116.85938,82434.5,616985.6875,490434.3281
1206,534551.1875,-44587.67188,81971.5625,616522.75,489963.5156
1207,534551.1875,-45054.08203,81496.25,616047.4375,489497.1055
1208,534551.1875,-45516.00391,81008.8125,615560,489035.1836
1209,534551.1875,-45973.36328,80509.6875,615060.875,488577.8242
1210,534551.1875,-46426.07422,79999.0625,614550.25,488125.1133
1211,534551.1875,-46874.05859,79477.375,614028.5625,487677.1289
1212,534551.1875,-47317.23047,78944.8125,613496,487233.957
1213,534551.1875,-47755.51172,78401.8125,612953,486795.6758
1214,534551.1875,-48188.82422,77848.5625,612399.75,486362.3633
1215,534551.1875,-48617.07813,77285.5,611836.6875,485934.1094
1216,534551.1875,-49040.20313,76712.9375,611264.125,485510.9844
1217,534551.1875,-49458.10938,76131.0625,610682.25,485093.0781
1218,534551.1875,-49870.72266,75540.375,610091.5625,484680.4648
1219,534551.1875,-50277.95703,74941,609492.1875,484273.2305
1220,534551.1875,-50679.73047,74333.4375,608884.625,483871.457
1221,534551.1875,-51075.96484,73717.875,608269.0625,483475.2227
1222,534551.1875,-51466.57813,73094.625,607645.8125,483084.6094
1223,534551.1875,-51851.49219,72464.125,607015.3125,482699.6953
1224,534551.1875,-52230.62109,71826.5625,606377.75,482320.5664
1225,534551.1875,-52603.88281,71182.3125,605733.5,481947.3047
1226,534551.1875,-52971.20313,70531.75,605082.9375,481579.9844
1227,534551.1875,-53332.49219,69875.0625,604426.25,481218.6953
1228,534551.1875,-53687.67578,69212.6875,603763.875,480863.5117
1229,534551.1875,-54036.67188,68544.8125,603096,480514.5156
1230,534551.1875,-54379.39844,67871.875,602423.0625,480171.7891
1231,534551.1875,-54715.76953,67194.1875,601745.375,479835.418
1232,534551.1875,-55045.71094,66511.9375,601063.125,479505.4766
1233,534551.1875,-55369.14063,65825.5625,600376.75,479182.0469
1234,534551.1875,-55685.97266,65135.375,599686.5625,478865.2148
1235,534551.1875,-55996.12891,64441.625,598992.8125,478555.0586
1236,534551.1875,-56299.53125,63744.6875,598295.875,478251.6563
1237,534551.1875,-56596.09375,63044.875,597596.0625,477955.0938
1238,534551.1875,-56885.73438,62342.5,596893.6875,477665.4531
1239,534551.1875,-57168.37891,61637.8125,596189,477382.8086
1240,534551.1875,-57443.9375,60931.1875,595482.375,477107.25
1241,534551.1875,-57712.33594,60223,594774.1875,476838.8516
1242,534551.1875,-57973.49219,59513.4375,594064.625,476577.6953
1243,534551.1875,-58227.32031,58802.9375,593354.125,476323.8672
1244,534551.1875,-58473.74219,58091.75,592642.9375,476077.4453
1245,534551.1875,-58712.67969,57380.1875,591931.375,475838.5078
1246,534551.1875,-58944.04688,56668.5625,591219.75,475607.1406
1247,534551.1875,-59167.76563,55957.25,590508.4375,475383.4219
1248,534551.1875,-59383.75391,55246.5625,589797.75,475167.4336
1249,534551.1875,-59591.92969,54536.6875,589087.875,474959.2578
1250,534551.1875,-59792.21094,53828.125,588379.3125,474758.9766
1251,534551.1875,-59984.51953,53121.0625,587672.25,474566.668
1252,534551.1875,-60168.77344,52415.875,586967.0625,474382.4141
1253,534551.1875,-60344.89453,51712.875,586264.0625,474206.293
1254,534551.1875,-60512.79297,51012.375,585563.5625,474038.3945
1255,534551.1875,-60672.39453,50314.625,584865.8125,473878.793
1256,534551.1875,-60823.61719,49620.0625,584171.25,473727.5703
1257,534551.1875,-60966.375,48928.9375,583480.125,473584.8125
1258,534551.1875,-61100.59375,48241.5625,582792.75,473450.5938
1259,534551.1875,-61226.19141,47558.25,582109.4375,473324.9961
1260,534551.1875,-61343.08203,46879.3125,581430.5,473208.1055
1261,534551.1875,-61451.1875,46205.125,580756.3125,473100
1262,534551.1875,-61550.48828,45535.875,580087.0625,473000.6992
1263,534551.1875,-61641.22656,44871.75,579422.9375,472909.9609
1264,534551.1875,-61723.69531,44212.625,578763.8125,472827.4922
1265,534551.1875,-61798.19531,43558.625,578109.8125,472752.9922
1266,534551.1875,-61865.02734,42909.75,577460.9375,472686.1602
1267,534551.1875,-61924.49219,42266,576817.1875,472626.6953
1268,534551.1875,-61976.89063,41627.4375,576178.625,472574.2969
1269,534551.1875,-62022.51953,40994.125,575545.3125,472528.668
1270,534551.1875,-62061.67578,40365.9375,574917.125,472489.5117
1271,534551.1875,-62094.66797,39743,574294.1875,472456.5195
1272,534551.1875,-62121.78516,39125.375,573676.5625,472429.4023
1273,534551.1875,-62143.33594,38513,573064.1875,472407.8516
1274,534551.1875,-62159.61328,37906,572457.1875,472391.5742
1275,534551.1875,-62170.92188,37304.25,571855.4375,472380.2656
1276,534551.1875,-62177.5625,36707.9375,571259.125,472373.625
1277,534551.1875,-62179.82813,36116.9375,570668.125,472371.3594
1278,534551.1875,-62178.01953,35531.375,570082.5625,472373.168
1279,534551.1875,-62172.44531,34951.25,569502.4375,472378.7422
1280,534551.1875,-62163.39453,34376.5625,568927.75,472387.793
1281,534551.1875,-62151.17188,33807.375,568358.5625,472400.0156
1282,534551.1875,-62136.07813,33243.6875,567794.875,472415.1094
1283,534551.1875,-62118.41016,32685.5,567236.6875,472432.7773
1284,534551.1875,-62098.46875,32132.875,566684.0625,472452.7188
1285,534551.1875,-62076.55078,31585.8125,566137,472474.6367
1286,534551.1875,-62052.96094,31044.375,565595.5625,472498.2266
1287,534551.1875,-62028,30508.5625,565059.75,472523.1875
1288,534551.1875,-62001.96094,29978.375,564529.5625,472549.2266
1289,534551.1875,-61975.14453,29453.875,564005.0625,472576.043
1290,534551.1875,-61947.85547,28935,563486.1875,472603.332
1291,534551.1875,-61920.39063,28421.9375,562973.125,472630.7969
1292,534551.1875,-61893.05078,27914.5625,562465.75,472658.1367
1293,534551.1875,-61866.13281,27412.9375,561964.125,472685.0547
1294,534551.1875,-61839.94141,26917.125,561468.3125,472711.2461
1295,534551.1875,-61814.76953,26427.125,560978.3125,472736.418
1296,534551.1875,-61790.92188,25942.9375,560494.125,472760.2656
1297,534551.1875,-61768.69531,25464.625,560015.8125,472782.4922
1298,534551.1875,-61748.39063,24992.1875,559543.375,472802.7969
1299,534551.1875,-61730.30859,24525.625,559076.8125,472820.8789
1300,534551.1875,-61714.75,24065.0625,558616.25,472836.4375
1301,534551.1875,-61702.01172,23610.4375,558161.625,472849.1758
1302,534551.1875,-61692.39063,23161.75,557712.9375,472858.7969
