Z_Value,X_Value,Y_Value
27.27777779,201,24.00714302
27.26739498,202,24.01107979
27.25775727,203,24.01573181
27.24887237,204,24.02111053
27.24074802,205,24.02722931
27.23339195,206,24.03410149
27.22681188,207,24.04173851
27.22101555,208,24.05015182
27.21601069,209,24.05935478
27.21180502,210,24.06935883
27.20840627,211,24.08017731
27.20582218,212,24.09182358
27.20406047,213,24.10430717
27.20312887,214,24.11764336
27.20303511,215,24.13184357
27.20378691,216,24.14691925
27.20539202,217,24.16288185
27.20785816,218,24.17974663
27.21119305,219,24.19752502
27.21540443,220,24.21622849
27.22050002,221,24.23587036
27.22648756,222,24.2564621
27.23337477,223,24.27801704
27.24116939,224,24.30054665
27.24987913,225,24.32406425
27.25951174,226,24.34858131
27.27007494,227,24.37410927
27.28157645,228,24.40066338
27.29402402,229,24.42825508
27.30742536,230,24.45689392
27.32178821,231,24.48659706
27.3371203,232,24.51737213
27.35342935,233,24.54923439
27.37072309,234,24.58219719
27.38900926,235,24.61627007
27.40829558,236,24.65146637
27.42858979,237,24.68779755
27.4498996,238,24.72527885
27.47223275,239,24.76391983
27.49559698,240,24.80373383
27.52,241,24.84473419
27.54543151,242,24.88692665
27.571809,243,24.93029213
27.59903196,244,24.97480583
27.62699984,245,25.02044678
27.65561211,246,25.06718826
27.68476823,247,25.1150074
27.71436768,248,25.16387939
27.74430991,249,25.21377945
27.77449438,250,25.26468468
27.80482058,251,25.31657028
27.83518795,252,25.36941147
27.86549597,253,25.42318535
27.8956441,254,25.47786713
27.9255318,255,25.53343201
27.95505855,256,25.58985901
27.98412381,257,25.64711952
28.01262703,258,25.70519066
28.0404677,259,25.76404953
28.06754527,260,25.82367134
28.0937592,261,25.8840332
28.11900897,262,25.94510841
28.14319404,263,26.00687408
28.16621387,264,26.06930542
28.18796793,265,26.13237953
28.20835569,266,26.19607162
28.22727661,267,26.26035881
28.24463015,268,26.32521439
28.26031578,269,26.39061546
28.27423296,270,26.45653915
28.28628117,271,26.52295876
28.29635987,272,26.58985138
28.30436851,273,26.65719223
28.31020657,274,26.72495842
28.31377352,275,26.79312515
28.31496881,276,26.86166954
28.31369192,277,26.93056488
28.3098423,278,26.99978828
28.30331943,279,27.06931496
28.29402276,280,27.13912201
28.28185177,281,27.20918655
28.26670592,282,27.27947998
28.24848467,283,27.34998131
28.22708749,284,27.42066574
28.20241385,285,27.49150848
28.17436321,286,27.56248665
28.14283503,287,27.63357544
28.10772878,288,27.70475006
28.06894393,289,27.77598763
28.02637994,290,27.84726334
27.97993628,291,27.9185524
27.92951241,292,27.98983192
27.8750078,293,28.06107712
27.81632191,294,28.13226318
27.75335421,295,28.20336533
27.68600416,296,28.27436256
27.61417123,297,28.3452282
27.53775488,298,28.41593742
27.45665459,299,28.48646927
27.3707698,300,28.55679703
27.28,301,28.6268959
27.18430176,302,28.69675446
27.08386016,303,28.7664032
26.97891737,304,28.83588409
26.86971559,305,28.9052372
26.75649701,306,28.97450829
26.63950381,307,29.0437336
26.51897817,308,29.11295891
26.3951623,309,29.18222427
26.26829837,310,29.25157356
26.13862857,311,29.32104683
26.00639509,312,29.39068413
25.87184012,313,29.46053123
25.73520584,314,29.5306263
25.59673445,315,29.60101509
25.45666812,316,29.67173576
25.31524906,317,29.74283028
25.17271943,318,29.8143425
25.02932144,319,29.88631439
24.88529726,320,29.9587841
24.7408891,321,30.03179741
24.59633913,322,30.10539436
24.45188953,323,30.17961884
24.30778251,324,30.25450897
24.16426025,325,30.33010864
24.02156493,326,30.4064579
23.87993874,327,30.48360252
23.73962387,328,30.56158066
23.6008625,329,30.64043427
23.46389683,330,30.72020721
23.32896904,331,30.80093956
23.19632132,332,30.88267517
23.06619586,333,30.96545219
22.93883484,334,31.04931641
22.81448045,335,31.13430595
22.69337488,336,31.22046471
22.57576031,337,31.30783463
22.46187894,338,31.39645767
22.35197295,339,31.4863739
22.24628453,340,31.57762718
22.14505586,341,31.67025757
22.04852914,342,31.76430893
21.95694655,343,31.85982132
21.87055028,344,31.95683479
21.78958251,345,32.05539703
21.71428544,346,32.15554047
21.64490124,347,32.25731659
21.58167212,348,32.36076355
21.52484025,349,32.46591949
21.47464782,350,32.57283401
21.43133703,351,32.68154144
21.39515005,352,32.79208755
21.36632908,353,32.9045105
