X_Value,Base,Variation,Y_Value
714,534551.1875,98580.6875,633131.875
715,534551.1875,98611.625,633162.8125
716,534551.1875,98656.875,633208.0625
717,534551.1875,98716.9375,633268.125
718,534551.1875,98792.4375,633343.625
719,534551.1875,98883.875,633435.0625
720,534551.1875,98991.8125,633543
721,534551.1875,99116.875,633668.0625
722,534551.1875,99259.3125,633810.5
723,534551.1875,99418.4375,633969.625
724,534551.1875,99593.375,634144.5625
725,534551.1875,99783.25,634334.4375
726,534551.1875,99987.1875,634538.375
727,534551.1875,100204.1875,634755.375
728,534551.1875,100433.375,634984.5625
729,534551.1875,100673.8125,635225
730,534551.1875,100924.75,635475.9375
731,534551.1875,101185.125,635736.3125
732,534551.1875,101454.0625,636005.25
733,534551.1875,101730.6875,636281.875
734,534551.1875,102014.0625,636565.25
735,534551.1875,102303.375,636854.5625
736,534551.1875,102597.625,637148.8125
737,534551.1875,102895.875,637447.0625
738,534551.1875,103197.375,637748.5625
739,534551.1875,103501.0625,638052.25
740,534551.1875,103806.125,638357.3125
741,534551.1875,104111.625,638662.8125
742,534551.1875,104416.625,638967.8125
743,534551.1875,104720.3125,639271.5
744,534551.1875,105021.6875,639572.875
745,534551.1875,105319.875,639871.0625
746,534551.1875,105614,640165.1875
747,534551.1875,105903.1875,640454.375
748,534551.1875,106186.4375,640737.625
749,534551.1875,106462.875,641014.0625
750,534551.1875,106731.625,641282.8125
751,534551.1875,106991.8125,641543
752,534551.1875,107242.4375,641793.625
753,534551.1875,107482.6875,642033.875
754,534551.1875,107711.625,642262.8125
755,534551.1875,107928.3125,642479.5
756,534551.1875,108131.875,642683.0625
757,534551.1875,108321.375,642872.5625
758,534551.1875,108496,643047.1875
759,534551.1875,108654.75,643205.9375
760,534551.1875,108796.75,643347.9375
761,534551.1875,108921.125,643472.3125
762,534551.1875,109026.9375,643578.125
763,534551.1875,109113.3125,643664.5
764,534551.1875,109179.25,643730.4375
765,534551.1875,109224,643775.1875
766,534551.1875,109246.5625,643797.75
767,534551.1875,109246,643797.1875
768,534551.1875,109221.5,643772.6875
769,534551.1875,109172.125,643723.3125
770,534551.1875,109096.875,643648.0625
771,534551.1875,108995,643546.1875
772,534551.1875,108865.5,643416.6875
773,534551.1875,108707.5625,643258.75
774,534551.1875,108520.125,643071.3125
775,534551.1875,108302.4375,642853.625
776,534551.1875,108053.5,642604.6875
777,534551.1875,107772.4375,642323.625
778,534551.1875,107458.3125,642009.5
779,534551.1875,107110.3125,641661.5
780,534551.1875,106727.4375,641278.625
781,534551.1875,106308.875,640860.0625
782,534551.1875,105854,640405.1875
783,534551.1875,105363.75,639914.9375
784,534551.1875,104839.5,639390.6875
785,534551.1875,104282.5,638833.6875
786,534551.1875,103694.0625,638245.25
787,534551.1875,103075.4375,637626.625
788,534551.1875,102428,636979.1875
789,534551.1875,101753.0625,636304.25
790,534551.1875,101051.8125,635603
791,534551.1875,100325.6875,634876.875
792,534551.1875,99575.875,634127.0625
793,534551.1875,98803.75,633354.9375
794,534551.1875,98010.625,632561.8125
795,534551.1875,97197.6875,631748.875
796,534551.1875,96366.375,630917.5625
797,534551.1875,95517.875,630069.0625
798,534551.1875,94653.5625,629204.75
799,534551.1875,93774.75,628325.9375
800,534551.1875,92882.6875,627433.875
801,534551.1875,91978.6875,626529.875
802,534551.1875,91064.0625,625615.25
803,534551.1875,90140.0625,624691.25
804,534551.1875,89208.0625,623759.25
805,534551.1875,88269.375,622820.5625
806,534551.1875,87325.25,621876.4375
807,534551.1875,86376.9375,620928.125
808,534551.1875,85425.875,619977.0625
809,534551.1875,84473.25,619024.4375
810,534551.1875,83520.375,618071.5625
811,534551.1875,82568.625,617119.8125
812,534551.1875,81619.25,616170.4375
813,534551.1875,80673.5,615224.6875
814,534551.1875,79732.75,614283.9375
815,534551.1875,78798.3125,613349.5
816,534551.1875,77871.4375,612422.625
817,534551.1875,76953.4375,611504.625
818,534551.1875,76045.625,610596.8125
819,534551.1875,75149.3125,609700.5
820,534551.1875,74265.75,608816.9375
821,534551.1875,73396.3125,607947.5
822,534551.1875,72542.1875,607093.375
823,534551.1875,71704.8125,606256
824,534551.1875,70885.4375,605436.625
825,534551.1875,70085.3125,604636.5
826,534551.1875,69305.8125,603857
827,534551.1875,68548.125,603099.3125
828,534551.1875,67813.6875,602364.875
829,534551.1875,67103.75,601654.9375
830,534551.1875,66419.5625,600970.75
831,534551.1875,65762.5,600313.6875
832,534551.1875,65133.8125,599685
833,534551.1875,64534.8125,599086
834,534551.1875,63966.8125,598518
835,534551.1875,63431.125,597982.3125
836,534551.1875,62929.0625,597480.25
837,534551.1875,62461.8125,597013
838,534551.1875,62030.8125,596582
839,534551.1875,61637.3125,596188.5
840,534551.1875,61282.625,595833.8125
841,534551.1875,60968,595519.1875
842,534551.1875,60694.375,595245.5625
843,534551.1875,60461.1875,595012.375
844,534551.1875,60267.3125,594818.5
845,534551.1875,60111.6875,594662.875
846,534551.1875,59993.375,594544.5625
847,534551.1875,59911.3125,594462.5
848,534551.1875,59864.4375,594415.625
849,534551.1875,59851.8125,594403
850,534551.1875,59872.25,594423.4375
851,534551.1875,59924.8125,594476
852,534551.1875,60008.5,594559.6875
853,534551.1875,60122.25,594673.4375
854,534551.1875,60264.9375,594816.125
855,534551.1875,60435.6875,594986.875
856,534551.1875,60633.375,595184.5625
857,534551.1875,60857,595408.1875
858,534551.1875,61105.5,595656.6875
859,534551.1875,61377.8125,595929
860,534551.1875,61673.0625,596224.25
861,534551.1875,61990,596541.1875
862,534551.1875,62327.75,596878.9375
863,534551.1875,62685.25,597236.4375
864,534551.1875,63061.4375,597612.625
865,534551.1875,63455.3125,598006.5
866,534551.1875,63865.8125,598417
867,534551.1875,64291.9375,598843.125
868,534551.1875,64732.625,599283.8125
869,534551.1875,65186.875,599738.0625
870,534551.1875,65653.625,600204.8125
871,534551.1875,66131.8125,600683
872,534551.1875,66620.5,601171.6875
873,534551.1875,67118.625,601669.8125
874,534551.1875,67625.0625,602176.25
875,534551.1875,68138.875,602690.0625
876,534551.1875,68659.0625,603210.25
877,534551.1875,69184.5,603735.6875
878,534551.1875,69714.1875,604265.375
879,534551.1875,70247.125,604798.3125
880,534551.1875,70782.25,605333.4375
881,534551.1875,71318.5625,605869.75
882,534551.1875,71854.9375,606406.125
883,534551.1875,72390.4375,606941.625
884,534551.1875,72924.0625,607475.25
885,534551.1875,73454.6875,608005.875
886,534551.1875,73981.3125,608532.5
887,534551.1875,74502.875,609054.0625
888,534551.1875,75018.4375,609569.625
889,534551.1875,75526.875,610078.0625
890,534551.1875,76027.25,610578.4375
891,534551.1875,76518.375,611069.5625
892,534551.1875,76999.375,611550.5625
893,534551.1875,77469.1875,612020.375
894,534551.1875,77926.6875,612477.875
895,534551.1875,78370.9375,612922.125
896,534551.1875,78800.875,613352.0625
897,534551.1875,79215.4375,613766.625
898,534551.1875,79613.625,614164.8125
899,534551.1875,79994.4375,614545.625
900,534551.1875,80356.8125,614908
901,534551.1875,80699.6875,615250.875
902,534551.1875,81022.375,615573.5625
903,534551.1875,81325.25,615876.4375
904,534551.1875,81609.0625,616160.25
905,534551.1875,81874.5,616425.6875
906,534551.1875,82122.3125,616673.5
907,534551.1875,82353.25,616904.4375
908,534551.1875,82567.875,617119.0625
909,534551.1875,82767.0625,617318.25
910,534551.1875,82951.4375,617502.625
911,534551.1875,83121.75,617672.9375
912,534551.1875,83278.6875,617829.875
913,534551.1875,83423.0625,617974.25
914,534551.1875,83555.4375,618106.625
915,534551.1875,83676.625,618227.8125
916,534551.1875,83787.3125,618338.5
917,534551.1875,83888.1875,618439.375
918,534551.1875,83980,618531.1875
919,534551.1875,84063.5,618614.6875
920,534551.1875,84139.375,618690.5625
921,534551.1875,84208.25,618759.4375
922,534551.1875,84271,618822.1875
923,534551.1875,84328.1875,618879.375
924,534551.1875,84380.625,618931.8125
925,534551.1875,84429.0625,618980.25
926,534551.1875,84474.0625,619025.25
927,534551.1875,84516.4375,619067.625
928,534551.1875,84556.9375,619108.125
929,534551.1875,84596.1875,619147.375
930,534551.1875,84635,619186.1875
931,534551.1875,84674,619225.1875
932,534551.1875,84713.9375,619265.125
933,534551.1875,84755.5,619306.6875
934,534551.1875,84799.5,619350.6875
935,534551.1875,84846.5625,619397.75
936,534551.1875,84897.375,619448.5625
937,534551.1875,84952.75,619503.9375
938,534551.1875,85013.375,619564.5625
939,534551.1875,85079.875,619631.0625
940,534551.1875,85153.0625,619704.25
941,534551.1875,85233.625,619784.8125
942,534551.1875,85322.3125,619873.5
943,534551.1875,85419.75,619970.9375
944,534551.1875,85526.6875,620077.875
945,534551.1875,85643.875,620195.0625
946,534551.1875,85772.0625,620323.25
947,534551.1875,85911.875,620463.0625
948,534551.1875,86064.0625,620615.25
949,534551.1875,86229.3125,620780.5
950,534551.1875,86408.375,620959.5625
951,534551.1875,86602,621153.1875
952,534551.1875,86810.8125,621362
953,534551.1875,87035.5625,621586.75
954,534551.1875,87277,621828.1875
955,534551.1875,87535.875,622087.0625
956,534551.1875,87812.75,622363.9375
957,534551.1875,88108.5,622659.6875
958,534551.1875,88423.75,622974.9375
959,534551.1875,88759.1875,623310.375
960,534551.1875,89115.625,623666.8125
961,534551.1875,89493.75,624044.9375
962,534551.1875,89894,624445.1875
963,534551.1875,90315.8125,624867
964,534551.1875,90758.375,625309.5625
965,534551.1875,91220.875,625772.0625
966,534551.1875,91702.5625,626253.75
967,534551.1875,92202.625,626753.8125
968,534551.1875,92720.1875,627271.375
969,534551.1875,93254.5,627805.6875
970,534551.1875,93804.75,628355.9375
971,534551.1875,94370.0625,628921.25
972,534551.1875,94949.75,629500.9375
973,534551.1875,95542.9375,630094.125
974,534551.1875,96148.8125,630700
975,534551.1875,96766.5625,631317.75
976,534551.1875,97395.375,631946.5625
977,534551.1875,98034.5,632585.6875
978,534551.1875,98683.125,633234.3125
979,534551.1875,99340.375,633891.5625
980,534551.1875,100005.4375,634556.625
981,534551.1875,100677.625,635228.8125
982,534551.1875,101356,635907.1875
983,534551.1875,102039.875,636591.0625
984,534551.1875,102728.3125,637279.5
985,534551.1875,103420.625,637971.8125
986,534551.1875,104115.875,638667.0625
987,534551.1875,104813.4375,639364.625
988,534551.1875,105512.3125,640063.5
989,534551.1875,106211.8125,640763
990,534551.1875,106911.125,641462.3125
991,534551.1875,107609.375,642160.5625
992,534551.1875,108305.8125,642857
993,534551.1875,108999.625,643550.8125
994,534551.1875,109690,644241.1875
995,534551.1875,110376.125,644927.3125
996,534551.1875,111057.125,645608.3125
997,534551.1875,111732.375,646283.5625
998,534551.1875,112400.875,646952.0625
999,534551.1875,113061.9375,647613.125
1000,534551.1875,113714.6875,648265.875
1001,534551.1875,114358.375,648909.5625
1002,534551.1875,114992.125,649543.3125
1003,534551.1875,115615.25,650166.4375
1004,534551.1875,116226.8125,650778
1005,534551.1875,116826.0625,651377.25
1006,534551.1875,117412.1875,651963.375
1007,534551.1875,117984.375,652535.5625
1008,534551.1875,118541.8125,653093
1009,534551.1875,119083.6875,653634.875
1010,534551.1875,119609.25,654160.4375
1011,534551.1875,120117.625,654668.8125
1012,534551.1875,120608.0625,655159.25
1013,534551.1875,121079.6875,655630.875
1014,534551.1875,121531.75,656082.9375
1015,534551.1875,121963.4375,656514.625
1016,534551.1875,122373.9375,656925.125
1017,534551.1875,122762.4375,657313.625
1018,534551.1875,123128.0625,657679.25
1019,534551.1875,123470.125,658021.3125
1020,534551.1875,123787.8125,658339
1021,534551.1875,124080.1875,658631.375
1022,534551.1875,124346.75,658897.9375
1023,534551.1875,124587.8125,659139
1024,534551.1875,124803.8125,659355
1025,534551.1875,124995.1875,659546.375
1026,534551.1875,125162.5,659713.6875
1027,534551.1875,125306.25,659857.4375
1028,534551.1875,125426.9375,659978.125
1029,534551.1875,125524.9375,660076.125
1030,534551.1875,125600.875,660152.0625
1031,534551.1875,125655.1875,660206.375
1032,534551.1875,125688.3125,660239.5
1033,534551.1875,125700.8125,660252
1034,534551.1875,125693.1875,660244.375
1035,534551.1875,125665.875,660217.0625
1036,534551.1875,125619.375,660170.5625
1037,534551.1875,125554.1875,660105.375
1038,534551.1875,125470.75,660021.9375
1039,534551.1875,125369.6875,659920.875
1040,534551.1875,125251.3125,659802.5
1041,534551.1875,125116.3125,659667.5
1042,534551.1875,124965,659516.1875
1043,534551.1875,124797.9375,659349.125
1044,534551.1875,124615.625,659166.8125
1045,534551.1875,124418.5625,658969.75
1046,534551.1875,124207.1875,658758.375
1047,534551.1875,123982.0625,658533.25
1048,534551.1875,123743.625,658294.8125
1049,534551.1875,123492.375,658043.5625
1050,534551.1875,123228.75,657779.9375
1051,534551.1875,122953.3125,657504.5
1052,534551.1875,122666.5625,657217.75
1053,534551.1875,122369,656920.1875
1054,534551.1875,122061,656612.1875
1055,534551.1875,121743.125,656294.3125
1056,534551.1875,121415.9375,655967.125
1057,534551.1875,121079.8125,655631
1058,534551.1875,120735.25,655286.4375
1059,534551.1875,120382.8125,654934
1060,534551.1875,120022.9375,654574.125
1061,534551.1875,119656.1875,654207.375
1062,534551.1875,119282.9375,653834.125
1063,534551.1875,118903.75,653454.9375
1064,534551.1875,118519.0625,653070.25
1065,534551.1875,118129.4375,652680.625
1066,534551.1875,117735.3125,652286.5
1067,534551.1875,117337.1875,651888.375
1068,534551.1875,116935.5625,651486.75
1069,534551.1875,116530.9375,651082.125
1070,534551.1875,116123.75,650674.9375
1071,534551.1875,115714.5625,650265.75
1072,534551.1875,115303.8125,649855
1073,534551.1875,114892,649443.1875
1074,534551.1875,114479.625,649030.8125
1075,534551.1875,114067.1875,648618.375
1076,534551.1875,113655.1875,648206.375
1077,534551.1875,113244.0625,647795.25
1078,534551.1875,112834.3125,647385.5
1079,534551.1875,112426.5,646977.6875
1080,534551.1875,112021,646572.1875
1081,534551.1875,111618.375,646169.5625
1082,534551.1875,111219.0625,645770.25
1083,534551.1875,110823.0625,645374.25
1084,534551.1875,110430.5625,644981.75
1085,534551.1875,110041.4375,644592.625
1086,534551.1875,109655.8125,644207
1087,534551.1875,109273.75,643824.9375
1088,534551.1875,108895.1875,643446.375
1089,534551.1875,108520.1875,643071.375
1090,534551.1875,108148.8125,642700
1091,534551.1875,107781.125,642332.3125
1092,534551.1875,107417.0625,641968.25
1093,534551.1875,107056.6875,641607.875
1094,534551.1875,106700.0625,641251.25
1095,534551.1875,106347.25,640898.4375
1096,534551.1875,105998.1875,640549.375
1097,534551.1875,105653,640204.1875
1098,534551.1875,105311.625,639862.8125
1099,534551.1875,104974.1875,639525.375
1100,534551.1875,104640.6875,639191.875
1101,534551.1875,104311.125,638862.3125
1102,534551.1875,103985.5625,638536.75
1103,534551.1875,103664,638215.1875
1104,534551.1875,103346.5,637897.6875
1105,534551.1875,103033.125,637584.3125
1106,534551.1875,102723.875,637275.0625
1107,534551.1875,102418.75,636969.9375
1108,534551.1875,102117.8125,636669
1109,534551.1875,101821.0625,636372.25
1110,534551.1875,101528.625,636079.8125
1111,534551.1875,101240.4375,635791.625
1112,534551.1875,100956.5625,635507.75
1113,534551.1875,100677,635228.1875
1114,534551.1875,100401.875,634953.0625
1115,534551.1875,100131.125,634682.3125
1116,534551.1875,99864.8125,634416
1117,534551.1875,99603,634154.1875
1118,534551.1875,99345.6875,633896.875
1119,534551.1875,99092.875,633644.0625
1120,534551.1875,98844.6875,633395.875
1121,534551.1875,98601.0625,633152.25
1122,534551.1875,98362.125,632913.3125
1123,534551.1875,98127.8125,632679
1124,534551.1875,97898.1875,632449.375
1125,534551.1875,97673.3125,632224.5
1126,534551.1875,97453.1875,632004.375
1127,534551.1875,97237.875,631789.0625
1128,534551.1875,97027.375,631578.5625
1129,534551.1875,96821.6875,631372.875
1130,534551.1875,96620.9375,631172.125
1131,534551.1875,96425.125,630976.3125
1132,534551.1875,96234.25,630785.4375
1133,534551.1875,96048.375,630599.5625
1134,534551.1875,95867.5,630418.6875
1135,534551.1875,95691.6875,630242.875
1136,534551.1875,95520.9375,630072.125
1137,534551.1875,95355.3125,629906.5
1138,534551.1875,95194.875,629746.0625
1139,534551.1875,95039.5625,629590.75
1140,534551.1875,94889.4375,629440.625
1141,534551.1875,94744.625,629295.8125
1142,534551.1875,94605,629156.1875
1143,534551.1875,94470.3125,629021.5
1144,534551.1875,94340.3125,628891.5
1145,534551.1875,94214.5625,628765.75
1146,534551.1875,94092.8125,628644
1147,534551.1875,93974.75,628525.9375
1148,534551.1875,93860.0625,628411.25
1149,534551.1875,93748.375,628299.5625
1150,534551.1875,93639.375,628190.5625
1151,534551.1875,93532.75,628083.9375
1152,534551.1875,93428.25,627979.4375
1153,534551.1875,93325.5,627876.6875
1154,534551.1875,93224.125,627775.3125
1155,534551.1875,93123.875,627675.0625
1156,534551.1875,93024.375,627575.5625
1157,534551.1875,92925.375,627476.5625
1158,534551.1875,92826.5,627377.6875
1159,534551.1875,92727.5,627278.6875
1160,534551.1875,92627.9375,627179.125
1161,534551.1875,92527.5625,627078.75
1162,534551.1875,92426.0625,626977.25
1163,534551.1875,92323.0625,626874.25
1164,534551.1875,92218.3125,626769.5
1165,534551.1875,92111.4375,626662.625
1166,534551.1875,92002.1875,626553.375
1167,534551.1875,91890.125,626441.3125
1168,534551.1875,91775.0625,626326.25
1169,534551.1875,91656.5625,626207.75
1170,534551.1875,91534.375,626085.5625
1171,534551.1875,91408.125,625959.3125
1172,534551.1875,91277.5625,625828.75
1173,534551.1875,91142.3125,625693.5
1174,534551.1875,91002.0625,625553.25
1175,534551.1875,90856.5,625407.6875
1176,534551.1875,90705.3125,625256.5
1177,534551.1875,90548.125,625099.3125
1178,534551.1875,90384.75,624935.9375
1179,534551.1875,90214.6875,624765.875
1180,534551.1875,90037.75,624588.9375
1181,534551.1875,89853.625,624404.8125
1182,534551.1875,89661.875,624213.0625
1183,534551.1875,89462.25,624013.4375
1184,534551.1875,89254.4375,623805.625
1185,534551.1875,89038.125,623589.3125
1186,534551.1875,88812.9375,623364.125
1187,534551.1875,88578.5625,623129.75
1188,534551.1875,88334.75,622885.9375
1189,534551.1875,88081.125,622632.3125
1190,534551.1875,87817.375,622368.5625
1191,534551.1875,87543.1875,622094.375
1192,534551.1875,87258.1875,621809.375
1193,534551.1875,86962.125,621513.3125
1194,534551.1875,86654.625,621205.8125
1195,534551.1875,86335.4375,620886.625
1196,534551.1875,86004.1875,620555.375
1197,534551.1875,85660.5625,620211.75
1198,534551.1875,85304.25,619855.4375
1199,534551.1875,84934.9375,619486.125
1200,534551.1875,84552.25,619103.4375
1201,534551.1875,84155.9375,618707.125
1202,534551.1875,83745.75,618296.9375
1203,534551.1875,83321.875,617873.0625
1204,534551.1875,82884.6875,617435.875
1205,534551.1875,82434.5,616985.6875
1206,534551.1875,81971.5625,616522.75
1207,534551.1875,81496.25,616047.4375
1208,534551.1875,81008.8125,615560
1209,534551.1875,80509.6875,615060.875
1210,534551.1875,79999.0625,614550.25
1211,534551.1875,79477.375,614028.5625
1212,534551.1875,78944.8125,613496
1213,534551.1875,78401.8125,612953
1214,534551.1875,77848.5625,612399.75
1215,534551.1875,77285.5,611836.6875
1216,534551.1875,76712.9375,611264.125
1217,534551.1875,76131.0625,610682.25
1218,534551.1875,75540.375,610091.5625
1219,534551.1875,74941,609492.1875
1220,534551.1875,74333.4375,608884.625
1221,534551.1875,73717.875,608269.0625
1222,534551.1875,73094.625,607645.8125
1223,534551.1875,72464.125,607015.3125
1224,534551.1875,71826.5625,606377.75
1225,534551.1875,71182.3125,605733.5
1226,534551.1875,70531.75,605082.9375
1227,534551.1875,69875.0625,604426.25
1228,534551.1875,69212.6875,603763.875
1229,534551.1875,68544.8125,603096
1230,534551.1875,67871.875,602423.0625
1231,534551.1875,67194.1875,601745.375
1232,534551.1875,66511.9375,601063.125
1233,534551.1875,65825.5625,600376.75
1234,534551.1875,65135.375,599686.5625
1235,534551.1875,64441.625,598992.8125
1236,534551.1875,63744.6875,598295.875
1237,534551.1875,63044.875,597596.0625
1238,534551.1875,62342.5,596893.6875
1239,534551.1875,61637.8125,596189
1240,534551.1875,60931.1875,595482.375
1241,534551.1875,60223,594774.1875
1242,534551.1875,59513.4375,594064.625
1243,534551.1875,58802.9375,593354.125
1244,534551.1875,58091.75,592642.9375
1245,534551.1875,57380.1875,591931.375
1246,534551.1875,56668.5625,591219.75
1247,534551.1875,55957.25,590508.4375
1248,534551.1875,55246.5625,589797.75
1249,534551.1875,54536.6875,589087.875
1250,534551.1875,53828.125,588379.3125
1251,534551.1875,53121.0625,587672.25
1252,534551.1875,52415.875,586967.0625
1253,534551.1875,51712.875,586264.0625
1254,534551.1875,51012.375,585563.5625
1255,534551.1875,50314.625,584865.8125
1256,534551.1875,49620.0625,584171.25
1257,534551.1875,48928.9375,583480.125
1258,534551.1875,48241.5625,582792.75
1259,534551.1875,47558.25,582109.4375
1260,534551.1875,46879.3125,581430.5
1261,534551.1875,46205.125,580756.3125
1262,534551.1875,45535.875,580087.0625
1263,534551.1875,44871.75,579422.9375
1264,534551.1875,44212.625,578763.8125
1265,534551.1875,43558.625,578109.8125
1266,534551.1875,42909.75,577460.9375
1267,534551.1875,42266,576817.1875
1268,534551.1875,41627.4375,576178.625
1269,534551.1875,40994.125,575545.3125
1270,534551.1875,40365.9375,574917.125
1271,534551.1875,39743,574294.1875
1272,534551.1875,39125.375,573676.5625
1273,534551.1875,38513,573064.1875
1274,534551.1875,37906,572457.1875
1275,534551.1875,37304.25,571855.4375
1276,534551.1875,36707.9375,571259.125
1277,534551.1875,36116.9375,570668.125
1278,534551.1875,35531.375,570082.5625
1279,534551.1875,34951.25,569502.4375
1280,534551.1875,34376.5625,568927.75
1281,534551.1875,33807.375,568358.5625
1282,534551.1875,33243.6875,567794.875
1283,534551.1875,32685.5,567236.6875
1284,534551.1875,32132.875,566684.0625
1285,534551.1875,31585.8125,566137
1286,534551.1875,31044.375,565595.5625
1287,534551.1875,30508.5625,565059.75
1288,534551.1875,29978.375,564529.5625
1289,534551.1875,29453.875,564005.0625
1290,534551.1875,28935,563486.1875
1291,534551.1875,28421.9375,562973.125
1292,534551.1875,27914.5625,562465.75
1293,534551.1875,27412.9375,561964.125
1294,534551.1875,26917.125,561468.3125
1295,534551.1875,26427.125,560978.3125
1296,534551.1875,25942.9375,560494.125
1297,534551.1875,25464.625,560015.8125
1298,534551.1875,24992.1875,559543.375
1299,534551.1875,24525.625,559076.8125
1300,534551.1875,24065.0625,558616.25
1301,534551.1875,23610.4375,558161.625
1302,534551.1875,23161.75,557712.9375
1303,534551.1875,22719.0625,557270.25
1304,534551.1875,22282.4375,556833.625
1305,534551.1875,21851.8125,556403
1306,534551.1875,21427.3125,555978.5
1307,534551.1875,21008.875,555560.0625
1308,534551.1875,20596.5625,555147.75
1309,534551.1875,20190.375,554741.5625
1310,534551.1875,19790.375,554341.5625
1311,534551.1875,19396.625,553947.8125
1312,534551.1875,19009,553560.1875
1313,534551.1875,18627.625,553178.8125
1314,534551.1875,18252.5625,552803.75
1315,534551.1875,17883.75,552434.9375
1316,534551.1875,17521.25,552072.4375
1317,534551.1875,17165.125,551716.3125
1318,534551.1875,16815.3125,551366.5
1319,534551.1875,16471.875,551023.0625
1320,534551.1875,16134.8125,550686
1321,534551.1875,15804.25,550355.4375
1322,534551.1875,15480.0625,550031.25
1323,534551.1875,15162.125,549713.3125
1324,534551.1875,14850.1875,549401.375
1325,534551.1875,14544.0625,549095.25
1326,534551.1875,14243.5625,548794.75
1327,534551.1875,13948.375,548499.5625
1328,534551.1875,13658.375,548209.5625
1329,534551.1875,13373.25,547924.4375
1330,534551.1875,13092.9375,547644.125
1331,534551.1875,12817.0625,547368.25
1332,534551.1875,12545.5,547096.6875
1333,534551.1875,12277.9375,546829.125
1334,534551.1875,12014.3125,546565.5
1335,534551.1875,11754.3125,546305.5
1336,534551.1875,11497.6875,546048.875
1337,534551.1875,11244.3125,545795.5
1338,534551.1875,10993.875,545545.0625
1339,534551.1875,10746.25,545297.4375
1340,534551.1875,10501.1875,545052.375
1341,534551.1875,10258.375,544809.5625
1342,534551.1875,10017.75,544568.9375
1343,534551.1875,9779.0625,544330.25
1344,534551.1875,9542,544093.1875
1345,534551.1875,9306.4375,543857.625
1346,534551.1875,9072.0625,543623.25
1347,534551.1875,8838.8125,543390
1348,534551.1875,8606.3125,543157.5
1349,534551.1875,8374.4375,542925.625
1350,534551.1875,8143,542694.1875
1351,534551.1875,7911.6875,542462.875
1352,534551.1875,7680.3125,542231.5
1353,534551.1875,7448.6875,541999.875
1354,534551.1875,7216.5625,541767.75
1355,534551.1875,6983.75,541534.9375
1356,534551.1875,6750.0625,541301.25
1357,534551.1875,6515.1875,541066.375
1358,534551.1875,6279,540830.1875
1359,534551.1875,6041.25,540592.4375
1360,534551.1875,5801.6875,540352.875
1361,534551.1875,5560.1875,540111.375
1362,534551.1875,5316.375,539867.5625
1363,534551.1875,5070.1875,539621.375
1364,534551.1875,4821.375,539372.5625
1365,534551.1875,4569.6875,539120.875
1366,534551.1875,4314.9375,538866.125
1367,534551.1875,4056.8125,538608
1368,534551.1875,3795.25,538346.4375
1369,534551.1875,3529.9375,538081.125
1370,534551.1875,3260.6875,537811.875
1371,534551.1875,2987.25,537538.4375
1372,534551.1875,2709.4375,537260.625
1373,534551.1875,2427,536978.1875
1374,534551.1875,2139.8125,536691
1375,534551.1875,1847.5625,536398.75
1376,534551.1875,1550.0625,536101.25
1377,534551.1875,1247.0625,535798.25
1378,534551.1875,938.4375,535489.625
1379,534551.1875,623.875,535175.0625
1380,534551.1875,303.25,534854.4375
1381,534551.1875,-23.75,534527.4375
1382,534551.1875,-357.3125,534193.875
1383,534551.1875,-697.5625,533853.625
1384,534551.1875,-1044.875,533506.3125
1385,534551.1875,-1399.3125,533151.875
1386,534551.1875,-1761.25,532789.9375
1387,534551.1875,-2130.75,532420.4375
1388,534551.1875,-2508.125,532043.0625
1389,534551.1875,-2893.5625,531657.625
1390,534551.1875,-3287.25,531263.9375
1391,534551.1875,-3689.4375,530861.75
1392,534551.1875,-4100.375,530450.8125
1393,534551.1875,-4520.25,530030.9375
1394,534551.1875,-4949.25,529601.9375
1395,534551.1875,-5387.625,529163.5625
1396,534551.1875,-5835.5625,528715.625
1397,534551.1875,-6293.3125,528257.875
1398,534551.1875,-6761.0625,527790.125
1399,534551.1875,-7239.0625,527312.125
1400,534551.1875,-7727.5,526823.6875
1401,534551.1875,-8226.5625,526324.625
1402,534551.1875,-8736.5625,525814.625
1403,534551.1875,-9257.625,525293.5625
1404,534551.1875,-9790,524761.1875
1405,534551.1875,-10333.9375,524217.25
1406,534551.1875,-10889.59375,523661.5938
1407,534551.1875,-11457.21875,523093.9688
1408,534551.1875,-12037.03125,522514.1563
1409,534551.1875,-12629.25,521921.9375
1410,534551.1875,-13234.0625,521317.125
1411,534551.1875,-13851.71875,520699.4688
1412,534551.1875,-14482.40625,520068.7813
1413,534551.1875,-15126.375,519424.8125
1414,534551.1875,-15783.8125,518767.375
1415,534551.1875,-16454.9375,518096.25
1416,534551.1875,-17140,517411.1875
1417,534551.1875,-17839.1875,516712
1418,534551.1875,-18552.71875,515998.4688
1419,534551.1875,-19280.8125,515270.375
1420,534551.1875,-20023.6875,514527.5
1421,534551.1875,-20781.5625,513769.625
1422,534551.1875,-21554.625,512996.5625
1423,534551.1875,-22343.15625,512208.0313
1424,534551.1875,-23147.3125,511403.875
1425,534551.1875,-23967.34375,510583.8438
1426,534551.1875,-24803.4375,509747.75
1427,534551.1875,-25655.84375,508895.3438
1428,534551.1875,-26524.75,508026.4375
1429,534551.1875,-27410.40625,507140.7813
1430,534551.1875,-28313,506238.1875
1431,534551.1875,-29232.75,505318.4375
1432,534551.1875,-30169.90625,504381.2813
