Y_Value,X_Value,Z_Value
-179.3905821,126,0.129462492
-179.5072888,127,0.157790022
-179.6176779,128,0.186701959
-179.7218364,129,0.216100903
-179.8198513,130,0.245889451
-179.9118096,131,0.275970203
-179.9977981,132,0.306245758
-180.0779039,133,0.336618714
-180.1522138,134,0.36699167
-180.2208149,135,0.397267224
-180.2837942,136,0.427347976
-180.3412385,137,0.457136525
-180.3932349,138,0.486535468
-180.4398703,139,0.515447405
-180.4812316,140,0.543774935
-180.5174058,141,0.571420656
-180.5484799,142,0.598287167
-180.5745408,143,0.624277067
-180.5956755,144,0.649292954
-180.611971,145,0.673237427
-180.6235141,146,0.696013086
-180.630392,147,0.717522528
-180.6326914,148,0.737668353
-180.6304994,149,0.756353159
-180.6239029,150,0.773479545
-180.612989,151,0.78895011
-180.5978445,152,0.802667453
-180.5785564,153,0.814534171
-180.5552116,154,0.824452865
-180.5278972,155,0.832326133
-180.4967001,156,0.838056573
-180.4617072,157,0.841546784
-180.4230056,158,0.842699366
-180.380682,159,0.841416916
-180.3348236,160,0.837602034
-180.2855173,161,0.831157318
-180.23285,162,0.821985367
-180.1769087,163,0.80998878
-180.1177804,164,0.795070155
-180.0555519,165,0.777132092
-179.9903103,166,0.756077189
-179.9221426,167,0.731808045
-179.8511356,168,0.704227258
-179.7773764,169,0.673237427
-179.7009519,170,0.638741152
-179.621949,171,0.60064103
-179.5404547,172,0.558839661
-179.456556,173,0.513239644
-179.3703399,174,0.463743576
-179.2818932,175,0.410254057
-179.191303,176,0.352673686
-179.0986562,177,0.290905061
-179.0040397,178,0.224850781
-178.9075406,179,0.154413445
-178.8092457,180,0.079495652
-178.7092421,181,0
-178.6076437,182,-0.084092991
-178.5046727,183,-0.172491117
-178.4005781,184,-0.264824254
-178.2956092,185,-0.360722276
-178.190015,186,-0.459815059
-178.0840446,187,-0.561732479
-177.9779473,188,-0.666104409
-177.8719722,189,-0.772560727
-177.7663684,190,-0.880731306
-177.661385,191,-0.990246023
-177.5572712,192,-1.100734752
-177.4542761,193,-1.211827369
-177.3526489,194,-1.323153749
-177.2526387,195,-1.434343768
-177.1544946,196,-1.545027299
-177.0584658,197,-1.65483422
-176.9648014,198,-1.763394404
-176.8737506,199,-1.870337728
-176.7855624,200,-1.975294066
-176.7004861,201,-2.077893295
-176.6187707,202,-2.177765288
-176.5406655,203,-2.274539921
-176.4664194,204,-2.36784707
-176.3962818,205,-2.45731661
-176.3305017,206,-2.542578416
-176.2693283,207,-2.623262363
-176.2130106,208,-2.698998327
-176.1617979,209,-2.769416183
-176.1159393,210,-2.834145806
-176.0756838,211,-2.892817071
-176.0412807,212,-2.945059854
-176.0129792,213,-2.99050403
-175.9910282,214,-3.028779473
-175.975677,215,-3.059516061
-175.9671747,216,-3.082343666
-175.9657705,217,-3.096892166
-175.9717134,218,-3.102791435
-175.9852527,219,-3.099671348
-176.0066374,220,-3.087161782
-176.0361167,221,-3.064892609
-176.0739398,222,-3.032493708
-176.1203557,223,-2.989594951
-176.1756137,224,-2.935826216
-176.2399628,225,-2.870817376
-176.3136522,226,-2.794198307
-176.396931,227,-2.705598885
-176.4900484,228,-2.604648985
-176.5932535,229,-2.490978482
-176.7067954,230,-2.36421725
-176.8309233,231,-2.223995167
-176.9658864,232,-2.069942106
-177.1119337,233,-1.901687943
-177.2693144,234,-1.718862554
-177.4382776,235,-1.521095813
-177.6190726,236,-1.308017595
-177.8119483,237,-1.079257777
-178.017154,238,-0.834446233
-178.2349387,239,-0.573212839
-178.4655518,240,-0.295187469
-178.7092421,241,0
-178.9660369,242,0.31242749
-179.2350747,243,0.641004108
-179.5152719,244,0.984346754
-179.8055451,245,1.341072332
-180.1048108,246,1.709797744
-180.4119854,247,2.089139892
-180.7259855,248,2.477715678
-181.0457275,249,2.874142005
-181.3701279,250,3.277035775
-181.6981031,251,3.68501389
-182.0285698,252,4.096693252
-182.3604444,253,4.510690764
-182.6926433,254,4.925623328
-183.024083,255,5.340107846
-183.3536801,256,5.752761221
-183.680351,257,6.162200354
-184.0030122,258,6.567042149
-184.3205803,259,6.965903507
-184.6319716,260,7.357401331
-184.9361027,261,7.740152522
-185.23189,262,8.112773984
-185.5182501,263,8.473882618
-185.7940994,264,8.822095327
-186.0583545,265,9.156029013
-186.3099318,266,9.474300578
-186.5477478,267,9.775526925
-186.7707189,268,10.05832496
-186.9777618,269,10.32131157
-187.1677928,270,10.56310368
-187.3397285,271,10.78231817
-187.4924853,272,10.97757196
-187.6249797,273,11.14748195
-187.7361283,274,11.29066503
-187.8248475,275,11.40573811
-187.8900537,276,11.49131809
-187.9306636,277,11.54602188
-187.9455935,278,11.56846637
-187.9337599,279,11.55726848
-187.8940794,280,11.51104509
-187.8254685,281,11.42841312
-187.7268435,282,11.30798946
-187.5971211,283,11.14839102
-187.4352176,284,10.94823471
-187.2400497,285,10.70613741
-187.0105337,286,10.42071604
-186.7455862,287,10.0905875
-186.4441236,288,9.714368682
-186.1050624,289,9.290676499
-185.7273192,290,8.81812785
-185.3098104,291,8.295339637
-184.8514525,292,7.720928763
-184.351162,293,7.093512129
-183.8078553,294,6.411706638
-183.220449,295,5.674129193
-182.5878596,296,4.879396695
-181.9090034,297,4.026126048
-181.1827972,298,3.112934152
-180.4081572,299,2.13843791
-179.584,300,1.101254226
-178.7092421,301,0
-177.7836614,302,-1.165616971
-176.8104814,303,-2.391525314
-175.793787,304,-3.672562763
-174.7376631,305,-5.003567053
-173.6461946,306,-6.379375917
-172.5234664,307,-7.79482709
-171.3735635,308,-9.244758304
-170.2005707,309,-10.72400729
-169.0085729,310,-12.22741179
-167.8016552,311,-13.74980954
-166.5839023,312,-15.28603825
-165.3593992,313,-16.83093569
-164.1322308,314,-18.37933956
-162.906482,315,-19.92608762
-161.6862378,316,-21.46601758
-160.4755829,317,-22.9939672
-159.2786024,318,-24.50477419
-158.0993812,319,-25.9932763
-156.9420041,320,-27.45431126
-155.8105561,321,-28.88271679
-154.709122,322,-30.27333065
-153.6417869,323,-31.62099055
-152.6126355,324,-32.92053424
-151.6257529,325,-34.16679944
-150.6852239,326,-35.3546239
-149.7951334,327,-36.47884534
-148.9595664,328,-37.5343015
-148.1826077,329,-38.51583011
-147.4683422,330,-39.41826891
-146.820855,331,-40.23645562
-146.2442308,332,-40.965228
-145.7425546,333,-41.59942376
-145.3199114,334,-42.13388064
-144.9803859,335,-42.56343638
-144.7280632,336,-42.8829287
-144.5670281,337,-43.08719536
-144.5013655,338,-43.17107406
-144.5351604,339,-43.12940256
-144.6724976,340,-42.95701859
-144.9174622,341,-42.64875987
-145.2741389,342,-42.19946415
-145.7466127,343,-41.60396915
-146.3389685,344,-40.85711261
-147.0552912,345,-39.95373227
-147.8996658,346,-38.88866585
-148.8761771,347,-37.6567511
-149.98891,348,-36.25282574
-151.2419495,349,-34.67172751
-152.6393805,350,-32.90829415
-154.1852878,351,-30.95736338
-155.8837564,352,-28.81377294
-157.7388712,353,-26.47236057
-159.7547172,354,-23.927964
-161.9353791,355,-21.17542096
-164.284942,356,-18.20956919
-166.8074907,357,-15.02524641
-169.5071102,358,-11.61729037
-172.3878853,359,-7.980538803
-175.453901,360,-4.109829434
-178.7092421,361,0
-182.1547702,362,4.350086688
-185.7784525,363,8.925467517
-189.5650329,364,13.7071543
-193.4992554,365,18.67615884
-197.5658637,366,23.81349296
-201.7496017,367,29.10016847
-206.0352134,368,34.51719717
